"","ID","Description","Count","GeneRatio","geneID"
"GO:0006928","GO:0006928","movement of cell or subcellular component",145,"145/901","SELE/FUZ/RUFY3/TMSB10/FLT4/LAMC3/KCNQ1/SYNE2/KCNH2/PKP2/ATP2B4/PTPRU/CTNNA2/TIE1/ASPM/PLA2G10/FSCN1/CAMSAP3/MAP2/MEF2C/SEMA5B/FAT1/GSTP1/FAT2/ASAP3/ICAM1/EFNB1/TEKT2/DDT/NEFH/TSPO/PDGFB/CD40/NFATC2/CCL22/CCL17/AP3B2/CEMIP/IL27RA/TNNT1/CAV1/EPHB6/LHX2/MEGF9/TGFBR1/ENG/CORO1C/TSPAN11/ARHGDIB/LAMA4/SEMA5A/UNC5A/ITGA4/MIIP/APOA1/NR4A1/LRP1/BMP4/VASP/AJUBA/LBP/TNNI3/DCLK1/SFTPD/MYO1G/NKX2-1/MIEN1/DUSP10/IGFBP3/SYBU/NFIB/ARID5B/ADRA2A/VEGFC/DOCK1/DIXDC1/ADAM17/PTPRK/DAB2/CABYR/ANGPT1/PRKCA/ELMO1/AUTS2/JAML/SHC1/IL6R/CCR5/CYGB/ITGA5/CXCL16/IGSF8/ADAMTS9/APBB2/NSMF/SMAD3/CORO6/AXL/LDB2/EMB/SIX2/SGCD/FUT3/C3AR1/FRMD5/AQP4/IL16/NDNF/INSM1/PTPRM/VEGFB/TNFRSF10D/MST1/CD34/KCNE3/MYO1D/SCRIB/LCK/SPATA13/GJC1/NR2F2/SLIT1/MAGI2/EVL/EPHB4/MYL6B/SRC/KANK2/PARVA/MYO1C/ARC/STK39/L1CAM/RASGEF1A/DDR1/MIR590/MIR23A/IGKV5-2/IGLV1-47/IGHV3-7/IGHV3-23/IGLC6/TNF/IGKV1D-39/CD24"
"GO:0006949","GO:0006949","syncytium formation",3,"3/901","SBNO2/NFATC2/CACNA1H"
"GO:0007017","GO:0007017","microtubule-based process",32,"32/901","RNF19A/TUBG2/SYNE2/ATP2B4/ASPM/SPAG5/CAMSAP3/MAP2/MAPRE3/TEKT2/NEFH/MYBL2/PARD6A/AP3B2/TUBB4A/TTK/CENPA/CAMSAP2/TUBA1B/SYBU/DIXDC1/CENPH/CABYR/TUBA1A/TUBA1C/SAC3D1/CCDC88B/AQP4/STMN3/OCLN/PRC1/GOLGA8B"
"GO:0007034","GO:0007034","vacuolar transport",3,"3/901","LRP1/ATP13A2/ADRB2"
"GO:0007049","GO:0007049","cell cycle",77,"77/901","CYP26B1/USH1C/FHL1/BAK1/TIMP2/USP2/TUBG2/ATP2B4/ASPM/SPAG5/EPB41L2/MAPRE3/TGM1/MCM5/PDGFB/REC8/MYBL2/CAB39L/PARD6A/MCM4/TUBB4A/TGFBR1/CCND3/TTK/CENPA/ID2/MIIP/NR4A1/TUBA1B/BMP4/PKMYT1/E2F8/AJUBA/GADD45G/RAB11FIP4/TOP2A/RARA/P3H4/MKI67/PDCD4/ADAM17/PTPRK/CENPH/PRKCA/CDC25C/NPM2/CHAF1B/DIRAS3/GFI1/MSX1/APBB2/APBB1/SMAD3/TUBA1A/TUBA1C/TTYH1/SAC3D1/FEN1/RRM2/PRNP/INSM1/SCRIB/MRPL41/UBE2E2/CDCA2/NR2F2/KLHDC8B/MAGI2/GSPT2/SYCP2/SRC/KANK2/PRC1/MIR590/GOLGA8B/TNF/TXNIP"
"GO:0007059","GO:0007059","chromosome segregation",13,"13/901","TUBG2/SPAG5/REC8/TTK/TOP2A/P3H4/MKI67/CENPH/FEN1/CDCA2/KLHDC8B/SYCP2/PRC1"
"GO:0007154","GO:0007154","cell communication",345,"345/901","GCLC/CYP26B1/CASP10/NOS2/BAIAP3/TEAD3/SELE/SYN1/MAPK8IP2/RHOBTB2/TENM1/FUZ/CNTN1/CYP24A1/SYT13/NCDN/GCLM/BTN3A1/SH2D2A/BAK1/RNF19A/TIMP2/FLT4/TNFRSF17/LTBP1/KCNQ1/OPN3/DCBLD2/PKP2/ATP2B4/GNA15/CREB3L3/PTPRU/ABCA7/CALCRL/TIE1/NGEF/ASPM/FGFR3/RASGRP2/MAOB/PLA2G10/SREBF1/TMEM38A/PANX2/TP63/GRAMD4/FSCN1/RGS11/PAG1/ADCYAP1R1/MEF2C/IL12RB2/FYB1/PGR/C1QTNF3/TRAF5/SEMA5B/OXCT1/FAT1/GSTP1/ACHE/TFAP2C/PEBP1/ICAM1/EFNB1/TSPAN15/DDT/PDGFB/CD40/NFATC2/MYOM1/TBL1X/GPR143/CAB39L/KLF5/NFAT5/ZNF423/CCL22/CCL17/PARD6A/CD276/KCNN4/RETN/DMPK/IL27RA/PLPPR2/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/TGFBR1/ENG/RNF43/ICAM2/RAB34/IL10RA/TCIRG1/CORO1C/ASIC1/LIN7A/ARHGDIB/PERP/CCND3/GMDS/TTK/LY86/PCDHB2/SEMA5A/GHR/UNC5A/KNG1/ITGA4/PLCL1/SIPA1L2/APOA1/TTR/LTBP2/CNRIP1/RASL11A/NR4A1/LRP1/NDP/UNC5CL/BMP4/SDCBP2/IFI6/FGFRL1/RASL11B/E2F8/AJUBA/LBP/TNNI3/STARD8/SH3BP4/GADD45G/SH3BP5/RARA/PPP1R1B/PIAS3/DCLK1/FAM83F/SFTPD/HAVCR2/OASL/MYO1G/NKX2-1/UACA/SECTM1/PMAIP1/DUSP10/NKD2/MYO10/IGFBP3/SYBU/FAM83A/SLC39A4/LRRC4C/SCGB1A1/ARID5B/LYPD6B/PDCD4/ADRA2A/VEGFC/DOCK1/DIXDC1/PIP4K2A/FOXO1/AKR1C2/ADAM17/ACSL1/PTPRK/STK32B/BANK1/DAB2/BMP6/RASSF3/PLA2R1/PID1/ANGPT1/PRKCA/FZD7/ELMO1/SLA/RAB39B/MPV17L/AUTS2/CDC25C/RUNX1/ARHGAP27/CD3G/S100A1/ZBTB7B/SHC1/IL6R/CCR5/PTH1R/ITGA5/CXCL16/DIRAS3/GFI1/MSX1/CDS1/PTPN13/ALB/TIPARP/APBB2/STK17A/SVEP1/NSMF/ZNF219/BTNL9/PLEKHF1/TMEM100/APBB1/CHP2/STX3/NYAP1/SMAD3/AXL/LTBP3/BMP1/ADRB2/STK32A/CTNND2/DLGAP1/FOXA3/SGCD/KCNS3/NETO2/CDC42BPG/KNDC1/C3AR1/PRNP/SYNPO/MAL/RCAN2/IL16/IL17D/C1QA/NDNF/PTPRM/VEGFB/TNFRSF10D/MST1/TNFRSF10C/NRROS/CD34/TNK1/SCUBE2/LPL/CLCF1/RNF152/AGTRAP/POLR2L/MYOZ1/STX19/LYNX1/TMEM64/OR51E1/SCRIB/RGMA/LDOC1/LCK/GJC1/CADM1/ABAT/GPR39/NPW/ADRA2C/DUSP8/SOCS3/STAC3/PDE6G/NR2F2/DLK1/P4HB/CD300LF/BCL9L/EPOR/MAGI2/FPR3/KCNJ11/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/GJB5/EVL/EPHB4/SLC6A9/CACNA1H/SRC/KANK2/STMN3/SERPINB2/MYO1C/TEAD4/ARC/STK39/SCAMP5/SUCNR1/CD3E/SREBF2/RASGEF1A/FCGR3A/PLPP4/FOXO6/HLA-DRA/COL15A1/CARD16/MICB/DDR1/TRIM15/HLA-H/MIR590/MIR23A/IGKV5-2/IGLV1-47/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/GSTM2/NEURL1B/TENM3/NPTXR/IGLC6/IGHV4-31/TNF/NFAM1/OR2I1P/ARHGDIG/ETV5/CHCHD10/IGKV1D-39/IKBKE/TXNIP/MILR1/CD24/PCDHB16"
"GO:0007155","GO:0007155","cell adhesion",118,"118/901","SELE/TENM1/CNTN1/IBSP/VCAN/LAMC3/PKP2/PTPRU/COL17A1/CTNNA2/TRO/PVR/PAG1/CAMSAP3/COL5A3/FAT1/EPDR1/FAT2/ACHE/ICAM1/EFNB1/UNC13D/ARVCF/OLFM4/MSLN/NFAT5/CD276/IL27RA/JAK3/CAV1/MEGF9/ENG/ICAM2/CORO1C/ARHGDIB/PERP/LAMA4/PCDHB2/SEMA5A/KNG1/ITGA4/CHST10/APOA1/HSPH1/SASH3/LRP1/LYPD3/BMP4/FGFRL1/AJUBA/AOC3/RARA/SFTPD/HAVCR2/MYO1G/DUSP10/MYO10/LRRC4C/SCGB1A1/DOCK1/ADAM17/UTRN/PTPRK/BMP6/ANGPT1/PRKCA/FZD7/RUNX1/MPZL3/JAML/ZBTB7B/SHC1/ITGA5/CADM3/ADAMTS9/SVEP1/STX3/SMAD3/AXL/TTYH1/CCDC88B/THBS3/CTNND2/EMB/FUT3/COL8A2/NINJ2/PRNP/FRMD5/TLN2/NDNF/PTPRM/CD34/SCRIB/LCK/CADM1/ABAT/CLDN6/P4HB/THBS2/EPHB4/SRC/PARVA/S100A10/C2CD4A/PNP/CD3E/L1CAM/COL15A1/DDR1/TENM3/TNF/ARHGDIG/SCARF2/PCDHGB7/MILR1/CD24/PCDHB16"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",15,"15/901","CYP26B1/RHOBTB2/RUFY3/FSCN1/CAMSAP3/MAP2/FAT1/PARD6A/LHX2/TCIRG1/LIN7A/CENPA/CD3G/SCRIB/PARVA"
"GO:0007165","GO:0007165","signal transduction",309,"309/901","GCLC/CYP26B1/CASP10/NOS2/BAIAP3/TEAD3/SELE/MAPK8IP2/RHOBTB2/TENM1/FUZ/CNTN1/CYP24A1/GCLM/BTN3A1/SH2D2A/BAK1/TIMP2/FLT4/TNFRSF17/LTBP1/OPN3/DCBLD2/ATP2B4/GNA15/CREB3L3/PTPRU/ABCA7/CALCRL/TIE1/NGEF/ASPM/FGFR3/RASGRP2/SREBF1/TMEM38A/TP63/GRAMD4/FSCN1/RGS11/PAG1/ADCYAP1R1/MEF2C/IL12RB2/FYB1/PGR/C1QTNF3/TRAF5/SEMA5B/GSTP1/PEBP1/ICAM1/EFNB1/TSPAN15/DDT/PDGFB/CD40/NFATC2/MYOM1/TBL1X/GPR143/CAB39L/NFAT5/ZNF423/CCL22/CCL17/PARD6A/CD276/KCNN4/RETN/DMPK/IL27RA/PLPPR2/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/TGFBR1/ENG/RNF43/ICAM2/RAB34/IL10RA/TCIRG1/CORO1C/ASIC1/ARHGDIB/PERP/CCND3/GMDS/TTK/LY86/SEMA5A/GHR/UNC5A/KNG1/ITGA4/PLCL1/SIPA1L2/APOA1/TTR/LTBP2/CNRIP1/RASL11A/NR4A1/LRP1/NDP/UNC5CL/BMP4/SDCBP2/IFI6/FGFRL1/RASL11B/E2F8/AJUBA/LBP/TNNI3/STARD8/SH3BP4/GADD45G/SH3BP5/RARA/PPP1R1B/PIAS3/DCLK1/FAM83F/SFTPD/HAVCR2/OASL/MYO1G/NKX2-1/UACA/SECTM1/PMAIP1/DUSP10/NKD2/MYO10/IGFBP3/FAM83A/SCGB1A1/ARID5B/LYPD6B/PDCD4/ADRA2A/VEGFC/DOCK1/DIXDC1/PIP4K2A/FOXO1/AKR1C2/ADAM17/ACSL1/PTPRK/STK32B/BANK1/DAB2/BMP6/RASSF3/PLA2R1/PID1/ANGPT1/PRKCA/FZD7/ELMO1/SLA/RAB39B/MPV17L/AUTS2/CDC25C/RUNX1/ARHGAP27/CD3G/S100A1/ZBTB7B/SHC1/IL6R/CCR5/PTH1R/ITGA5/CXCL16/DIRAS3/GFI1/MSX1/CDS1/PTPN13/TIPARP/APBB2/STK17A/SVEP1/ZNF219/BTNL9/PLEKHF1/TMEM100/APBB1/CHP2/STX3/NYAP1/SMAD3/AXL/LTBP3/BMP1/ADRB2/STK32A/CTNND2/DLGAP1/SGCD/NETO2/CDC42BPG/KNDC1/C3AR1/PRNP/MAL/RCAN2/IL16/IL17D/NDNF/PTPRM/VEGFB/TNFRSF10D/MST1/TNFRSF10C/NRROS/CD34/TNK1/SCUBE2/LPL/CLCF1/RNF152/AGTRAP/POLR2L/MYOZ1/LYNX1/TMEM64/OR51E1/RGMA/LDOC1/LCK/ABAT/GPR39/NPW/ADRA2C/DUSP8/SOCS3/STAC3/PDE6G/NR2F2/DLK1/P4HB/CD300LF/BCL9L/EPOR/MAGI2/FPR3/PRKAR1B/PLA2G2A/PLSCR1/EVL/EPHB4/SLC6A9/SRC/KANK2/STMN3/SERPINB2/MYO1C/TEAD4/ARC/STK39/SUCNR1/CD3E/SREBF2/RASGEF1A/FCGR3A/PLPP4/FOXO6/HLA-DRA/COL15A1/CARD16/MICB/DDR1/TRIM15/HLA-H/MIR590/MIR23A/IGKV5-2/IGLV1-47/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/GSTM2/NEURL1B/TENM3/NPTXR/IGLC6/IGHV4-31/TNF/NFAM1/OR2I1P/ARHGDIG/CHCHD10/IGKV1D-39/IKBKE/TXNIP/MILR1/CD24"
"GO:0007272","GO:0007272","ensheathment of neurons",5,"5/901","PTPRZ1/RARA/MAL2/NAB2/MAL"
"GO:0008037","GO:0008037","cell recognition",14,"14/901","VCAN/SEMA5A/HAVCR2/EMB/FUT3/CADM1/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/IGLC6/IGHV4-31"
"GO:0008219","GO:0008219","cell death",115,"115/901","GCLC/CYP26B1/CASP10/SCIN/MAPK8IP2/NLRP2/GCLM/BAK1/FLT4/PKP2/NGEF/FGFR3/TP63/GRAMD4/LAMP3/ADCYAP1R1/PTPRH/MEF2C/TRAF5/GSTP1/ICAM1/TGM1/TSPO/CD40/MYBL2/CTSZ/DMPK/JAK3/CAV1/PTPRZ1/PRUNE2/TGFBR1/TCIRG1/ATN1/PERP/SEMA5A/UNC5A/KNG1/TP53I3/ITGA4/LRP1/BMP4/ALKBH7/IFI6/GADD45G/TNS4/TOP2A/RARA/UACA/PMAIP1/MIEN1/IGFBP3/PDCD4/DOCK1/FOXO1/ADAM17/DAB2/RASSF3/PLA2R1/ANGPT1/PRKCA/ELMO1/MPV17L/ATP13A2/CD3G/SHC1/IL6R/CCR5/ITGA5/EN1/MSX1/ALB/APBB2/STK17A/NSMF/PLEKHF1/APBB1/SMAD3/AXL/GIMAP8/PRNP/MAL/ARNT2/C1QA/NDNF/AGR3/TNFRSF10D/TNFRSF10C/CD34/CLCF1/RNF152/SCRIB/MRPL41/LCK/CADM1/SOCS3/P4HB/KRT10/PLSCR1/SYCP2/SRC/KANK2/SERPINB2/ATAD3A/CD3E/SPRR2E/CARD16/MIR590/TNF/SPRR2F/CHCHD10/HP/IKBKE/TXNIP/CD24"
"GO:0008283","GO:0008283","cell population proliferation",131,"131/901","DLX6/SCIN/NOS2/TEAD3/JARID2/TENM1/FUZ/SLC11A1/BTN3A1/SH2D2A/BAK1/TIMP2/FLT4/ELN/PRDM1/PTPRU/CALCRL/ASPM/FGFR3/TP63/MEF2C/IL12RB2/PGR/GSTP1/TFAP2C/EFNB1/TGM1/TSPO/PDGFB/CD40/NFATC2/CTSZ/KLF5/CD276/IL27RA/JAK3/CAV1/WNT2/PTPRZ1/IMPDH1/LHX2/TGFBR1/RNF43/TCIRG1/CCND3/TTK/SEMA5A/ITGA4/ID2/APOA1/SASH3/NR4A1/LRP1/BMP4/SDCBP2/FGFRL1/E2F8/CBFA2T3/SH3BP4/ACE2/RARA/SFTPD/HAVCR2/DUSP10/IGFBP3/FAM83A/NFIB/SCGB1A1/PDCD4/ADRA2A/VEGFC/DIXDC1/FOXO1/AKR1C2/ADAM17/PTPRK/BMP6/PID1/ANGPT1/PRKCA/ENPP3/FZD7/SLA/CDC25C/RUNX1/JAML/ZBTB7B/SHC1/IL6R/PTH1R/BCL6B/MSX1/CDCA7L/CHP2/STX3/SMAD3/FTH1/LTBP3/CCDC88B/SIX2/FUT3/COL8A2/PRNP/ARNT2/INSM1/PTPRM/VEGFB/MST1/CD34/TNK1/CLCF1/SCRIB/LDOC1/CRIP2/LCK/NR2F2/MAGI2/SRC/KANK2/PNP/TOX/CD3E/PRC1/DDR1/SERPINB5/MIR590/MIR23A/TNF/ETV5/TXNIP/CD24"
"GO:0010118","GO:0010118","stomatal movement",0,"0/901",""
"GO:0010496","GO:0010496","intercellular transport",1,"1/901","ARC"
"GO:0016037","GO:0016037","light absorption",0,"0/901",""
"GO:0016049","GO:0016049","cell growth",28,"28/901","RUFY3/FHL1/DCBLD2/RASGRP2/MAP2/SEMA5B/LHX2/TGFBR1/SEMA5A/ITGA4/LRP1/SH3BP4/DCLK1/IGFBP3/ADAM17/AUTS2/CXCL16/MSX1/APBB2/APBB1/SMAD3/TNK1/CCDC85B/SLIT1/ATAD3A/L1CAM/DDR1/MIR23A"
"GO:0016192","GO:0016192","vesicle-mediated transport",115,"115/901","SCIN/BAIAP3/SELE/SYN1/RHOBTB2/SLC11A1/SYT13/TIMP2/EPN3/ABCA7/CALCRL/GSTP1/SNX10/ACHE/FTL/UNC13D/PDGFB/CTSG/CTSZ/OLFM4/AP3B2/SCG3/FCGRT/RETN/CAV1/IMPDH1/SYNGR2/RAB34/IL10RA/TCIRG1/CORO1C/LIN7A/GHR/KNG1/ITGA4/APOA1/TTR/NPC2/HSPH1/LRP1/LBP/SH3BP4/RAB11FIP4/RARA/DCLK1/SFTPD/MYO1G/GLIPR1/NKD2/MYO10/MAL2/ADRA2A/VEGFC/DOCK1/ANKRD50/DAB2/PLA2R1/ANGPT1/ELMO1/RAB39B/ARHGAP27/ATP13A2/CD3G/CXCL16/ALB/ADAMTS9/SYTL3/STX3/AXL/FTH1/SCARA3/LGI3/ADRB2/C3AR1/VEGFB/MYO1D/CD163/STX19/SCRIB/AP1S2/APOBR/CD300LF/MAGI2/PRKAR1B/CACNA1H/SRC/SERPINA1/S100A10/MYO1C/ARC/SCAMP5/PNP/CES1/FCGR3A/PLPP4/HLA-H/IGKV5-2/IGLV1-47/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/NEURL1B/IGLC6/IGHV4-31/TNF/NFAM1/PLEKHO2/SCARF2/SELENOP/IGKV1D-39/HP/MILR1"
"GO:0016458","GO:0016458","gene silencing",10,"10/901","KCNQ1/BMP4/AJUBA/SMAD3/POLR2L/POU5F1/MIR621/MIR590/MIR23A/TNF"
"GO:0019725","GO:0019725","cellular homeostasis",60,"60/901","GCLC/NOS2/BAIAP3/SLC11A1/GCLM/BAK1/SLC4A7/ATP2B4/GNA15/SLC9A7/SLC9A3/TMEM38A/ADCYAP1R1/SLC4A4/C1QTNF3/OXCT1/ERO1B/FTL/ICAM1/SLC22A17/CD40/CEMIP/SLC30A4/KCNN4/DMPK/CAV1/TCIRG1/KNG1/LRP1/TNNI3/ATP13A3/SYBU/SLC39A4/ADRA2A/FOXO1/BMP6/PDIA4/ATP2B2/ATP13A2/CCR5/PTH1R/LARGE2/SMAD3/FTH1/FEN1/MT1E/FOXA3/C3AR1/PRNP/AQP4/SYNPO/TMEM64/LCK/NELL2/PDIA2/P4HB/FPR3/KCNJ11/GSTM2/CD24"
"GO:0019835","GO:0019835","cytolysis",3,"3/901","LBP/PLA2G2A/MICB"
"GO:0022402","GO:0022402","cell cycle process",54,"54/901","CYP26B1/USH1C/FHL1/TUBG2/ATP2B4/ASPM/SPAG5/MAPRE3/MCM5/PDGFB/REC8/MYBL2/CAB39L/PARD6A/MCM4/TUBB4A/TGFBR1/CCND3/TTK/CENPA/ID2/MIIP/BMP4/PKMYT1/E2F8/AJUBA/RAB11FIP4/TOP2A/P3H4/MKI67/ADAM17/CENPH/PRKCA/CDC25C/NPM2/GFI1/MSX1/APBB2/APBB1/SMAD3/TUBA1A/SAC3D1/FEN1/RRM2/PRNP/INSM1/UBE2E2/KLHDC8B/MAGI2/SYCP2/KANK2/PRC1/MIR590/GOLGA8B"
"GO:0022406","GO:0022406","membrane docking",5,"5/901","ICAM1/TUBB4A/STX3/TUBA1A/STX19"
"GO:0022412","GO:0022412","cellular process involved in reproduction in multicellular organism",17,"17/901","CYP26B1/PRDM1/ASPM/REC8/PABPC1L/RETN/TGFBR1/TTK/BMP4/TOP2A/RARA/PAQR5/CABYR/NPM2/SYCP2/SRC/ETV5"
"GO:0030029","GO:0030029","actin filament-based process",58,"58/901","USH1C/SCIN/SELE/RHOBTB2/TENM1/RUFY3/TMSB10/ELN/KCNQ1/SYNE2/KCNH2/PKP2/CTNNA2/FSCN1/EPB41L2/MEF2C/FAT1/ASAP3/ICAM1/TNNT1/CAV1/TGFBR1/CORO1C/ARHGDIB/SEMA5A/APOA1/LRP1/VASP/TNNI3/STARD8/MYO1G/ADRA2A/DIXDC1/ELMO1/AUTS2/SHROOM4/SHC1/SMAD3/CORO6/SGCD/CDC42BPG/FRMD5/SYNPO/SYNPO2/EHBP1L1/KCNE3/MYO1D/MYOZ1/GJC1/SMTN/EVL/MYL6B/SRC/PARVA/S100A10/MYO1C/ARHGEF15/TNF"
"GO:0032196","GO:0032196","transposition",1,"1/901","APOBEC3B"
"GO:0033059","GO:0033059","cellular pigmentation",2,"2/901","GPR143/MLPH"
"GO:0034337","GO:0034337","RNA folding",0,"0/901",""
"GO:0035212","GO:0035212","cell competition in a multicellular organism",0,"0/901",""
"GO:0036166","GO:0036166","phenotypic switching",1,"1/901","PDGFB"
"GO:0043335","GO:0043335","protein unfolding",0,"0/901",""
"GO:0044663","GO:0044663","establishment or maintenance of cell type involved in phenotypic switching",0,"0/901",""
"GO:0044764","GO:0044764","multi-organism cellular process",2,"2/901","CAV1/CCR5"
"GO:0045103","GO:0045103","intermediate filament-based process",3,"3/901","PKP2/NEFH/SYNM"
"GO:0048522","GO:0048522","positive regulation of cellular process",319,"319/901","GCLC/CYP26B1/CASP10/DLX6/SCIN/NOS2/BAIAP3/TEAD3/SELE/JARID2/MAPK8IP2/TENM1/FUZ/RUFY3/CNTN1/SLC11A1/NLRP2/ARNTL2/IBSP/BAK1/RNF19A/TIMP2/USP2/FLT4/KCNQ1/SYNE2/KCNH2/ATP2B4/CREB3L3/PTPRU/ABCA7/SBNO2/CALCRL/CTNNA2/TIE1/NGEF/ASPM/KLF6/FGFR3/MAOB/PLA2G10/SREBF1/PVR/TP63/GRAMD4/FSCN1/SPAG5/ACACB/MAP2/HOXA9/ADCYAP1R1/EPB41L2/SLC4A4/MEF2C/IL12RB2/PGR/C1QTNF3/TRAF5/SEMA5B/OXCT1/GSTP1/MAPRE3/ACHE/TFAP2C/YPEL3/ICAM1/EFNB1/TGM1/TBX15/UNC13D/DDT/TSPO/PDGFB/CD40/MYBL2/NFATC2/PABPC1L/CTSZ/MYOM1/TBL1X/CAB39L/KLF5/OLFM4/NFAT5/ZNF423/CCL22/CCL17/PARD6A/CD276/CEMIP/KCNN4/RETN/IL27RA/PLEKHA4/JAK3/CAV1/WNT2/EPHB6/PTPRZ1/PCOLCE/LHX2/TGFBR1/ENG/GLIS3/RAB34/IL10RA/TCIRG1/POU2AF1/CORO1C/PERP/CCND3/TTK/LY86/SEMA5A/GHR/KNG1/ITGA4/ID2/MYCL/APOA1/HSPH1/RASL11A/SASH3/NR4A1/LRP1/NDP/UNC5CL/BMP4/FOSB/VASP/E2F8/AJUBA/LBP/CBFA2T3/SH3BP4/GADD45G/ACE2/RAB11FIP4/TOP2A/RARA/PIAS3/SFTPD/HAVCR2/NKX2-1/ABHD17C/RPLP1/UACA/SECTM1/ZNF750/PMAIP1/MIEN1/DUSP10/NKD2/MYO10/IGFBP3/SYBU/NFIB/ARID5B/PDCD4/ADRA2A/VEGFC/DOCK1/DIXDC1/PIP4K2A/FOXO1/AKR1C2/RNF144A/ADAM17/ACSL1/UTRN/BANK1/DAB2/BMP6/PLA2R1/PID1/ANGPT1/PRKCA/FZD7/AUTS2/CDC25C/NPM2/RUNX1/ATP13A2/JAML/S100A1/ZBTB7B/SHC1/IL6R/PTH1R/ITGA5/CXCL16/GFI1/EN1/MSX1/CDS1/ADAMTS9/APBB2/STK17A/CDCA7L/NSMF/ZNF219/SALL2/PLEKHF1/TMEM100/APBB1/CHP2/NAB2/STX3/SMAD3/TEF/PBX3/GPD1/AXL/LTBP3/CCDC88B/FEN1/ADRB2/LDB2/SIX2/FOXA3/FUT3/KNDC1/C3AR1/PRNP/FRMD5/SYNPO/MAL/ARNT2/SYNPO2/C1QA/NDNF/INSM1/VEGFB/MST1/TNFRSF10C/HOXB2/CD34/LPL/CLCF1/KCNE3/SLCO3A1/RNF152/CITED4/TMEM64/SCRIB/RGMA/UBE2E2/CRIP2/LCK/CADM1/ABAT/ADRA2C/SOCS3/SLITRK6/CDCA2/STAC3/PDE6G/NR2F2/P4HB/CD300LF/BCL9L/THBS2/EPOR/MAGI2/KCNJ11/PRKAR1B/PLA2G2A/PLSCR1/SLC38A3/EVL/EPHB4/CACNA1H/SRC/ACSL5/S100A10/OCLN/MYO1C/TEAD4/ARC/STK39/SCAMP5/PNP/ARHGEF15/TOX/CD3E/PRC1/L1CAM/SREBF2/RASGEF1A/FOXO6/CARD16/POU5F1/DDR1/TRIM15/HLA-H/MIR590/MIR23A/IGHV3-7/IGHV3-20/IGHV3-23/IGHV1-24/IGHV4-28/IGHV3-73/GSTM2/TENM3/IGLC6/IGHV4-31/TNF/NFAM1/ETV5/CHCHD10/HOXA10/HP/HOXB7/IKBKE/TXNIP/FXYD1/CD24/ACACA"
