"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006730","GO:0006730","one-carbon metabolic process","10/1144","40/18866",0.000102854372129618,0.00571850141516729,0.00433707909723033,"CA8/SFXN3/MAT1A/CA4/CA12/CA14/CA9/CA2/CA3/MTHFD2",10
"GO:0042403","GO:0042403","thyroid hormone metabolic process","8/1144","26/18866",0.000104260984620222,0.005740427609527,0.00435370856574582,"GATA3/DIO1/DUOX1/HPN/DIO2/CTSB/IYD/DUOXA1",8
"GO:0001656","GO:0001656","metanephros development","16/1144","91/18866",0.000105295818219688,0.00574165947234472,0.00435464284661584,"DLG5/TCF21/PKD2/GATA3/OSR2/FBN1/SOX17/LIF/RDH10/EGR1/SIX4/KIF26B/HOXC11/HES1/WNT7B/CITED1",16
"GO:0060541","GO:0060541","respiratory system development","27/1144","204/18866",0.000110746743751303,0.00592371243389192,0.00449271714909325,"LIPA/DLG5/TCF21/FGF18/ASCL1/STRA6/SLC7A11/THRB/SFTPD/RARA/FGFR2/LIF/DLX5/PKDCC/RDH10/RAB3A/SIX4/ERRFI1/GNG8/YWHAZ/HS6ST1/WNT5A/HES1/WNT7B/LAMA5/ID1/ASS1",27
"GO:0002449","GO:0002449","lymphocyte mediated immunity","41/1144","366/18866",0.000111768159130036,0.00592371243389192,0.00449271714909325,"TNFRSF1B/GATA3/FCER1G/C4BPB/MASP2/CD55/C4BPA/CD8A/IGHV3-43/CD96/IL13RA2/SLAMF7/AGER/IGKC/PRKCD/BTN3A3/VAV1/GZMM/HAVCR2/BATF/PTPRC/CLU/IGHV1-69D/PRF1/NECTIN2/CTSC/C1QC/TUBB/IGKV1-5/GZMB/P2RX7/CD1E/IGHV3-66/IGHV1-69/IGHV3-73/IGKV5-2/MAD2L2/LYST/IGHV2-70D/C2/TRPM4",41
"GO:0010038","GO:0010038","response to metal ion","41/1144","366/18866",0.000111768159130036,0.00592371243389192,0.00449271714909325,"BNIP3/DMTN/PKD2/CASQ2/HAAO/ASCL1/NDRG1/BSG/ADCY1/HIF1A/CPNE4/KCNMA1/TNFRSF11B/MEF2C/PTGES/TRPM2/PAM/CLIC4/LGMN/RYR1/ECT2/GSN/TXNIP/SUCNR1/CA2/ITPR3/WNT5A/HAMP/FOSB/P2RX7/APP/KHK/SERPINF1/ITPKB/ACTA1/S100A8/CCNB1/PPARGC1A/CDK4/ASS1/KCNMB1",41
"GO:0009100","GO:0009100","glycoprotein metabolic process","45/1144","415/18866",0.000113961987688052,0.00596945366876366,0.00452740864241307,"ST3GAL1/PORCN/MVD/SPOCK2/GALNT16/MUC2/FBXO6/BMP2/SOAT1/MGAT4B/FUT6/GALNT6/CHPF/SRD5A3/CHST13/HIF1A/DPY19L1/FBXO2/HYAL1/HS6ST2/ENGASE/ABCA2/B3GAT1/ST6GALNAC4/ST3GAL4/FUT4/GAL3ST1/MGAT3/FBXO27/CSPG5/GCNT2/TMTC1/CHSY1/POMK/GALNT5/HS6ST1/FUT3/UST/SDF2L1/B3GNT9/JAK3/CYTL1/MAN1A1/RAMP1/PHLDA1",45
"GO:0010466","GO:0010466","negative regulation of peptidase activity","33/1144","272/18866",0.000114736457396445,0.00596945366876366,0.00452740864241307,"PROS1/ANXA2/PAPLN/SPOCK2/RARRES1/SPINK2/SERPINB3/SERPINB13/CD44/PCSK1N/TIMP1/TNFAIP8/DHCR24/WNT9A/SPINT1/TFPI2/SERPINA4/LRP1/PI3/KLF4/BIN1/SPINK5/SERPINB2/SLPI/APP/BST2/RENBP/SERPINF1/CSTA/CRIM1/CD109/MAGEA3/A2M",33
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","23/1144","162/18866",0.000121284296649859,0.00625275678455773,0.00474227402977343,"BNIP3/PFKFB2/ENPP1/IGF2/HIF1A/PGK1/INSR/NUPR1/SORBS1/COX7A1/IRS2/MLXIPL/SLC4A4/CAVIN3/P2RX7/APP/KHK/RUBCNL/ABCD1/NUP210/CCNB1/PPARGC1A/PFKFB4",23
"GO:1900046","GO:1900046","regulation of hemostasis","15/1144","83/18866",0.000124518033295387,0.0063151081039062,0.00478956309804467,"PROS1/ANXA2/DMTN/FCER1G/PLAT/PRKCD/APOE/F11R/SERPINB2/FOXA2/C1QTNF1/CPB2/TLR4/F7/COMP",15
"GO:0043010","GO:0043010","camera-type eye development","38/1144","332/18866",0.000125902967147564,0.0063151081039062,0.00478956309804467,"LPCAT1/GATA3/OSR2/ACVRL1/ACTL6A/STRA6/TGIF2/SLC7A11/THRB/FBN1/MFSD2A/RARA/TSKU/HIF1A/NTRK2/SLC25A25/OBSL1/MAF/CLIC4/ZEB2/SKIL/RDH10/TBX2/WNT9A/RRM1/BCAR3/SPRED1/FOXC1/VAX2/KLF4/WNT5A/SLITRK6/WNT7B/CYP1B1/HDAC1/SERPINF1/CDK4/VIM",38
"GO:0009896","GO:0009896","positive regulation of catabolic process","48/1144","454/18866",0.000126411064988789,0.0063151081039062,0.00478956309804467,"BNIP3/TNFRSF1B/PFKFB2/KDR/LPCAT1/C4BPB/APOA2/SH3RF2/ZC3H12A/C4BPA/HIF1A/SOX17/LRP2/TP53INP1/DTX3L/INSR/RBM24/BAG2/ZFP36/VSIR/ABCA2/PRKCD/APOE/NUPR1/TNFAIP3/LRP1/TREM2/PIM2/CLU/HSPA1B/HSPA1A/CTSC/TRIM22/IRS2/MLXIPL/RNF19B/SLC4A4/WNT5A/SH3D19/P2RX7/APP/ASB9/ABCD1/AURKA/PLK3/PLEKHF1/SESN1/PFKFB4",48
"GO:0001837","GO:0001837","epithelial to mesenchymal transition","22/1144","152/18866",0.000126948038061243,0.0063151081039062,0.00478956309804467,"HEYL/DLG5/GATA3/BMP2/SERPINB3/TIAM1/FGFR2/HIF1A/OVOL2/NOTCH4/HPN/OLFM1/SPRED1/FOXC1/GCNT2/HAS2/FOXA2/SFRP1/WNT5A/BAMBI/MIR590/MAD2L2",22
"GO:0035637","GO:0035637","multicellular organismal signaling","27/1144","206/18866",0.000130669197063306,0.00642763290504442,0.00487490520561889,"CASQ2/KCNH2/SCN1B/SRI/GPER1/S1PR1/CACNB3/ACE2/AVPR1A/NTRK2/JAM3/TYMP/DSP/ATP2A3/GPR35/KCNJ3/RYR1/BIN1/ITPR3/KCNJ2/ITPR1/FGF12/PKP2/KCND2/MAG/TRPM4/KCNN2",27
"GO:0072073","GO:0072073","kidney epithelium development","21/1144","142/18866",0.000131476885379149,0.00642763290504442,0.00487490520561889,"HEYL/TCF21/PKD2/GATA3/KLF15/BMP2/ARG2/RARA/FGFR2/MEF2C/LIF/FOXC1/SIX4/PODXL/KIF26B/EPHA7/SFRP1/HES1/WNT7B/CITED1/LAMA5",21
"GO:0021915","GO:0021915","neural tube development","23/1144","163/18866",0.000133272258144733,0.00645971774306648,0.00489923928726385,"TCF7/IFT57/PKD2/ITPK1/VASP/RARA/HIF1A/ZNF358/SOX17/LRP2/OVOL2/STIL/ZEB2/SPINT1/FZD6/CTHRC1/SFRP1/WNT5A/HES1/SEMA3C/EN1/TEAD2/DLC1",23
"GO:0002460","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","41/1144","370/18866",0.000141668152108061,0.00670041367810405,0.00508179013981256,"TNFRSF1B/GATA3/FCER1G/C4BPB/MASP2/CD55/ZC3H12A/C4BPA/CD8A/MEF2C/IGHV3-43/IL13RA2/AGER/IGKC/PRKCD/BTN3A3/GZMM/HAVCR2/TNFAIP3/BATF/CXCL13/PTPRC/CLU/IGHV1-69D/PRF1/NECTIN2/CTSC/C1QC/IGKV1-5/P2RX7/CD1E/IGHV3-66/IGHV1-69/IGHV3-73/IGKV5-2/MAD2L2/TLR4/JAK3/IGHV2-70D/C2/TRPM4",41
"GO:0045862","GO:0045862","positive regulation of proteolysis","41/1144","370/18866",0.000141668152108061,0.00670041367810405,0.00508179013981256,"TNFRSF1B/ENO1/IFT57/BCL2L10/CYFIP2/ANTXR1/GPER1/MELTF/SERPINB3/SH3RF2/ZC3H12A/CLEC3B/EFNA3/BAG2/FAS/VSIR/AGER/HPN/CLEC7A/TNFRSF10B/SOX7/APOE/NUPR1/ATP2A3/LGMN/PPARG/TREM2/FGFR4/CLU/GSN/HSPA1B/HSPA1A/UACA/CTSC/RNF19B/SH3D19/APP/S100A8/AURKA/PLK3/DLC1",41
"GO:0046890","GO:0046890","regulation of lipid biosynthetic process","27/1144","207/18866",0.000141782691125461,0.00670041367810405,0.00508179013981256,"SQLE/MVD/APOC1/LPCAT1/SPHK1/GPER1/BMP2/AVPR1A/MFSD2A/ACSL3/SLC45A3/RAB38/ABCA2/SCD/RDH10/PRKCD/EGR1/APOE/CAPN2/SC5D/IDI1/SORBS1/FGFR4/MLXIPL/ABCD1/PPARGC1A/CDK4",27
"GO:0072006","GO:0072006","nephron development","21/1144","143/18866",0.00014547451851556,0.0067201063887895,0.00509672566884034,"ACTA2/HEYL/TCF21/PKD2/GATA3/KLF15/BMP2/MEF2C/COL4A4/LIF/EGR1/FOXC1/SIX4/PODXL/PDGFD/NOTCH3/KIF26B/HES1/WNT7B/CITED1/LAMA5",21
"GO:0042472","GO:0042472","inner ear morphogenesis","17/1144","103/18866",0.000145754379442974,0.0067201063887895,0.00509672566884034,"GATA3/TPRN/FRZB/FGFR2/DLX5/HPN/SIX4/ATP6V1B1/PRRX1/FZD6/CTHRC1/RIPOR2/WNT5A/SLITRK6/SLC44A4/WHRN/TTC39C",17
"GO:0048709","GO:0048709","oligodendrocyte differentiation","17/1144","103/18866",0.000145754379442974,0.0067201063887895,0.00509672566884034,"BNIP3/TNFRSF1B/ASCL1/SLC45A3/NTRK2/ABCA2/PPARG/CLU/GSN/ERBB2/NLGN3/HES1/HDAC1/MAG/SOX13/ID4/PLP1",17
"GO:0060326","GO:0060326","cell chemotaxis","36/1144","311/18866",0.000149815676597485,0.00680586375384424,0.00516176656826654,"KDR/CHGA/FCER1G/FGF18/CCR1/S1PR1/DPP4/CXCR6/TIAM1/SFTPD/S100A7/TRPM2/JAM3/RAC2/CXCL2/PRKCD/VAV1/PARVA/LGMN/SLAMF8/CXCL14/CXCL13/RIPOR2/PDGFD/CXCL12/NBL1/LGALS3/WNT5A/VAV3/CXCL1/LYST/S100A8/PLA2G1B/CX3CR1/TRPM4/F7",36
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","19/1144","123/18866",0.000151149036347369,0.00680586375384424,0.00516176656826654,"CDK6/CEBPB/CCR1/INHA/RB1/FBN1/RARA/PIK3R1/LIF/NME2/TREM2/TMEM64/C1QC/SFRP1/CA2/PIAS3/TESC/TLR4/CLDN18",19
"GO:0031589","GO:0031589","cell-substrate adhesion","40/1144","359/18866",0.00015121474748446,0.00680586375384424,0.00516176656826654,"CDK6/DMTN/KDR/SPOCK2/NTN4/ANTXR1/MICALL2/ACVRL1/MELTF/CD44/TIAM1/CDKN2A/SIGLEC1/JAM3/CD96/PIK3R1/RAC2/COL26A1/FAM107A/PARVA/LPXN/LRP1/SORBS1/CSPG5/GCNT2/HAS2/SFRP1/EGFL6/NEDD9/COL5A3/ACTN4/LAMA5/SORBS3/KANK1/ITGB3/ID1/PLEKHA2/ITGA5/CD63/DLC1",40
"GO:0043584","GO:0043584","nose development","6/1144","15/18866",0.000152724124728402,0.00681967331759662,0.00517224014621013,"ASCL1/STRA6/DLX5/RDH10/SIX4/GNG8",6
"GO:0062013","GO:0062013","positive regulation of small molecule metabolic process","22/1144","154/18866",0.000154110127863972,0.00682248938494483,0.00517437593423318,"ENO1/PFKFB2/GPER1/IGF2/AVPR1A/HIF1A/SLC45A3/INSR/RDH10/PPARG/SORBS1/TREM2/HAS2/IRS2/MLXIPL/SLC4A4/P2RX7/APP/ABCD1/KAT2B/PPARGC1A/PFKFB4",22
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","46/1144","433/18866",0.000155193287014263,0.00682248938494483,0.00517437593423318,"PROS1/ANXA2/TNFRSF1B/RTN4RL1/GATA3/GPER1/DPP4/ARG2/RB1/ZC3H12A/CACNB3/PLAT/INPP5F/HTRA1/CD96/AGER/PRKCD/SEMA6D/APOE/HAVCR2/NT5E/SLAMF8/TNFAIP3/PPARG/SPP1/CXCL13/PTPRC/KLF4/SPINK5/SOCS3/SERPINB2/NBL1/TNFAIP6/NMI/WNT5A/SEMA3C/SEMA3A/C1QTNF1/SEMA4G/MIR590/CPB2/ABCD1/SERPINF1/CD109/MIR135A1/A2M",46
"GO:0042742","GO:0042742","defense response to bacterium","39/1144","348/18866",0.000161163867904953,0.00687561472991996,0.00521466775310267,"MPEG1/CHGA/FCER1G/CEBPB/DMBT1/ARG2/SFTPD/IGHV3-43/S100A7/IGKC/PRKCD/HAVCR2/SLAMF8/LYPD8/PI3/TREM2/VGF/CXCL13/DEFB1/LCN2/IGHV1-69D/SPINK5/GSDMD/SLPI/JCHAIN/HAMP/ROMO1/COCH/P2RX7/IGHV3-66/IGHV1-69/IGHV3-73/PGC/TLR4/LYST/S100A8/PLA2G1B/IGHV2-70D/GSDMB",39
"GO:0071498","GO:0071498","cellular response to fluid shear stress","7/1144","21/18866",0.000162042037636402,0.00687561472991996,0.00521466775310267,"PKD2/MEF2C/TFPI2/KLF4/HAS2/CA2/ASS1",7
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","11/1144","50/18866",0.000162463828920697,0.00687561472991996,0.00521466775310267,"ENO1/PFKFB2/HIF1A/INSR/TREM2/MLXIPL/SLC4A4/P2RX7/APP/PPARGC1A/PFKFB4",11
"GO:0046850","GO:0046850","regulation of bone remodeling","11/1144","50/18866",0.000162463828920697,0.00687561472991996,0.00521466775310267,"S1PR1/TNFRSF11B/LEPR/TNFAIP3/SPP1/TMEM64/SFRP1/CA2/P2RX7/ITGB3/CLDN18",11
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","11/1144","50/18866",0.000162463828920697,0.00687561472991996,0.00521466775310267,"ENO1/PFKFB2/HIF1A/INSR/TREM2/MLXIPL/SLC4A4/P2RX7/APP/PPARGC1A/PFKFB4",11
"GO:0071333","GO:0071333","cellular response to glucose stimulus","20/1144","134/18866",0.000165780839973508,0.00695021402926319,0.00527124604842168,"SRI/GPER1/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/NME2/GRIK5/LRP1/FOXA2/IRS2/MLXIPL/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",20
"GO:0006066","GO:0006066","alcohol metabolic process","42/1144","385/18866",0.000166677677302027,0.00695021402926319,0.00527124604842168,"PLPP1/SQLE/MVD/APOC1/SPHK1/ITPK1/GPER1/BMP2/SOAT1/APOA2/LBR/FMO5/SRD5A3/LEPR/RDH16/ACAA2/PCBD1/DEGS2/TTR/ABCA2/SCD/DHCR24/SPR/RDH10/PLPP2/APOE/CUBN/SC5D/IDI1/NR0B2/VLDLR/LIPC/PLCB2/APOL2/ISYNA1/ITPKA/APP/CYP1B1/NUDT11/HMGCS2/SPTLC3/ITPKB",42
"GO:1901653","GO:1901653","cellular response to peptide","43/1144","398/18866",0.000173695489814393,0.00718997899808338,0.00545309082890211,"ENPP1/NAMPT/ARHGEF2/GPER1/KLF15/SH2B2/ADCY1/IGF2/FBN1/SLC39A14/INSR/PIK3R1/AGER/PKM/VAMP2/PRKCD/SOCS2/BCAR3/GDF15/RAB31/ADCY3/LGMN/LRP1/PTPRE/PPARG/SORBS1/TREM2/ATP6V1B1/ERRFI1/KLF4/SOCS3/CA2/IRS2/APP/KAT2B/TLR4/KANK1/JAK3/PLA2G1B/ID1/CDK4/ASS1/VIM",43
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","21/1144","145/18866",0.000177471440112942,0.00724670379198499,0.00549611257534654,"SRI/GPER1/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/CLEC7A/NME2/GRIK5/LRP1/FOXA2/IRS2/MLXIPL/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",21
"GO:0042445","GO:0042445","hormone metabolic process","28/1144","221/18866",0.000177621553004041,0.00724670379198499,0.00549611257534654,"PCSK2/GATA3/DIO1/SCPEP1/BMP2/DHRS2/PCSK1N/DUOX1/ACE2/ALDH8A1/SRD5A3/HIF1A/RDH16/TTR/HPN/DIO2/RDH10/EGR1/CPA3/SPP1/CTSB/IYD/CYP1B1/SELENOM/RBP1/PPARGC1A/DUOXA1/HSD17B6",28
"GO:0110111","GO:0110111","negative regulation of animal organ morphogenesis","9/1144","35/18866",0.000180491495070878,0.00731119477533537,0.00554502442751586,"CHAD/GATA3/THRB/TNFRSF11B/TBX2/FOXC1/WNT5A/CITED1/CPB2",9
"GO:0034311","GO:0034311","diol metabolic process","8/1144","28/18866",0.000186085670006146,0.00743163263806236,0.00563636803295118,"PLPP1/SPHK1/PCBD1/DEGS2/ABCA2/SPR/PLPP2/SPTLC3",8
"GO:0044331","GO:0044331","cell-cell adhesion mediated by cadherin","8/1144","28/18866",0.000186085670006146,0.00743163263806236,0.00563636803295118,"NOTCH4/FOXA2/MMP24/CDHR2/AFDN/WNT5A/ADAM19/MAD2L2",8
"GO:2000106","GO:2000106","regulation of leukocyte apoptotic process","15/1144","86/18866",0.000188038496426087,0.00745710708554082,0.00565568860064034,"FCER1G/ARG2/SLC7A11/CDKN2A/HIF1A/MEF2C/HCAR2/CXCL12/LGALS3/IRS2/WNT5A/GIMAP8/P2RX7/JAK3/ITPKB",15
"GO:0050766","GO:0050766","positive regulation of phagocytosis","13/1144","68/18866",0.000193387771021781,0.00761598645461474,0.00577618737130847,"FCER1G/APOA2/SIRPG/SFTPD/CLEC7A/RAB31/LRP1/PPARG/TREM2/PTPRC/IL2RB/C2/CD300LF",13
"GO:0002762","GO:0002762","negative regulation of myeloid leukocyte differentiation","11/1144","51/18866",0.000195921452033483,0.00766255554815092,0.00581150673690608,"CDK6/INHA/FBN1/RARA/PIK3R1/NME2/C1QC/SFRP1/PIAS3/TLR4/CLDN18",11
"GO:0071331","GO:0071331","cellular response to hexose stimulus","20/1144","136/18866",0.000203375103073926,0.00789959047624818,0.00599128097447774,"SRI/GPER1/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/NME2/GRIK5/LRP1/FOXA2/IRS2/MLXIPL/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",20
"GO:0071772","GO:0071772","response to BMP","23/1144","168/18866",0.000210412578685469,0.00798812257598113,0.00605842631401848,"HEYL/GATA3/NEO1/ACVRL1/BMP2/FBN1/LRP2/HTRA1/DLX5/SKIL/EGR1/USP9Y/GDF15/SPINT1/NBL1/SFRP1/SLC39A5/WNT5A/HES1/LEFTY1/ID1/GATA4/COMP",23
"GO:0071773","GO:0071773","cellular response to BMP stimulus","23/1144","168/18866",0.000210412578685469,0.00798812257598113,0.00605842631401848,"HEYL/GATA3/NEO1/ACVRL1/BMP2/FBN1/LRP2/HTRA1/DLX5/SKIL/EGR1/USP9Y/GDF15/SPINT1/NBL1/SFRP1/SLC39A5/WNT5A/HES1/LEFTY1/ID1/GATA4/COMP",23
"GO:0006643","GO:0006643","membrane lipid metabolic process","27/1144","212/18866",0.00021100468782657,0.00798812257598113,0.00605842631401848,"PLPP1/CERS6/SPHK1/UGCG/ELOVL4/ITGB8/FUT6/DEGS2/ABCA2/PRKCD/ST6GALNAC4/PLPP2/HACD3/CERK/ST3GAL4/GAL3ST1/PGAP3/SGMS2/B4GALNT1/GALC/FUT3/NEU1/P2RX7/CYP1B1/SPTLC3/SERINC1/GLTP",27
"GO:0072659","GO:0072659","protein localization to plasma membrane","33/1144","281/18866",0.000212424831746513,0.00798812257598113,0.00605842631401848,"ANXA2/VAMP8/FCER1G/GPER1/BSG/PLS1/CACNB3/ACSL3/STAC2/PIK3R1/PKDCC/VAMP2/GPR158/AMN/RAB31/RAB3A/F11R/LRP1/SORBS1/TREM2/LYPLA1/AFDN/LGALS3/PKP2/TESC/DPP6/ZDHHC2/LAMA5/CRB3/PLEKHF1/MRAP2/RAMP1/STXBP1",33
"GO:0031099","GO:0031099","regeneration","26/1144","201/18866",0.000213692832479288,0.00798812257598113,0.00605842631401848,"RTN4RL1/CEBPB/APOA2/INPP5F/BCL9/JAM3/PKM/NR0B2/LRP1/PPARG/SPP1/PRRX1/KLF4/GSN/ERBB4/CXCL12/HAMP/MIR590/CPB2/MAG/CCNB1/AURKA/CDK4/F7/GATA4/BAAT",26
"GO:0051592","GO:0051592","response to calcium ion","21/1144","147/18866",0.000215514504342287,0.00798812257598113,0.00605842631401848,"DMTN/PKD2/CASQ2/ADCY1/CPNE4/KCNMA1/MEF2C/PTGES/TRPM2/CLIC4/LGMN/RYR1/ECT2/TXNIP/SUCNR1/ITPR3/WNT5A/FOSB/P2RX7/ITPKB/KCNMB1",21
"GO:0055123","GO:0055123","digestive system development","21/1144","147/18866",0.000215514504342287,0.00798812257598113,0.00605842631401848,"TCF7/CLMP/TCF21/ASCL1/STRA6/RB1/IGF2/FGFR2/HIF1A/SOX17/INSR/OVOL2/PKDCC/TBX2/SFRP1/WNT5A/HES1/CCNB1/CLDN18/ASS1/GATA4",21
"GO:0071326","GO:0071326","cellular response to monosaccharide stimulus","20/1144","137/18866",0.000224835117095712,0.00827948018863495,0.00627940046789528,"SRI/GPER1/TIAM1/VSNL1/HIF1A/SLC39A14/AGER/NME2/GRIK5/LRP1/FOXA2/IRS2/MLXIPL/CPB2/HMGN3/SERPINF1/PTPRN/PPARGC1A/TRPM4/GATA4",20
"GO:0050764","GO:0050764","regulation of phagocytosis","16/1144","97/18866",0.000227793547127792,0.00833430455330135,0.00632098087310125,"SPHK1/FCER1G/C4BPB/APOA2/SIRPG/SFTPD/C4BPA/CLEC7A/RAB31/LRP1/PPARG/TREM2/PTPRC/IL2RB/C2/CD300LF",16
"GO:0016125","GO:0016125","sterol metabolic process","23/1144","169/18866",0.000229883546161908,0.00835685634797551,0.00633808481523317,"LIPA/SQLE/MVD/APOC1/SOAT1/APOA2/LBR/FMO5/LEPR/ACAA2/SCD/DHCR24/APOE/CUBN/SC5D/IDI1/NR0B2/VLDLR/LIPC/APOL2/APP/CYP1B1/HMGCS2",23
"GO:1903729","GO:1903729","regulation of plasma membrane organization","6/1144","16/18866",0.000231849929089422,0.00837465571889245,0.00635158437988186,"ASAP1/SYTL4/PRKCD/RAB3A/GSN/SH3GL2",6
"GO:0030258","GO:0030258","lipid modification","32/1144","271/18866",0.000238184294642652,0.00854900718302836,0.00648381764097187,"PHYH/PLPP1/PORCN/APOC1/SPHK1/ECHDC2/SOAT1/APOA2/MFSD2A/INPP5F/ACAA2/PIK3R1/CNR1/ABCA2/SOCS2/PLPP2/APOE/PIP5K1B/CERK/ST3GAL4/PPARG/SOCS3/CYP2E1/IRS2/B4GALNT1/ITPKA/ACOX2/CRAT/ABCD1/PLPPR1/ITPKB/PPARGC1A",32
"GO:0045687","GO:0045687","positive regulation of glial cell differentiation","10/1144","44/18866",0.000241314693967894,0.00855309768432455,0.006486919997058,"TNFRSF1B/BMP2/LIF/SPINT1/PPARG/BIN1/HES1/HDAC1/RNF112/MAG",10
"GO:1903053","GO:1903053","regulation of extracellular matrix organization","10/1144","44/18866",0.000241314693967894,0.00855309768432455,0.006486919997058,"TNFRSF1B/ANTXR1/MELTF/DPP4/RB1/CHADL/LRP1/FGFR4/HAS2/CPB2",10
"GO:0003012","GO:0003012","muscle system process","48/1144","467/18866",0.000245793078164652,0.00865771767870648,0.00656626686747806,"ACTA2/TNFRSF1B/ENO1/CASQ2/SPHK1/KCNH2/SCN1B/SRI/CHGA/GPER1/KLF15/BDKRB2/TIAM1/MIR23A/ARG2/ZC3H12A/ACE2/INPP5F/KCNMA1/MEF2C/AKAP6/STAC2/DSP/JSRP1/SSTR2/KCNJ3/SORBS1/RCSD1/RYR1/ERRFI1/KLF4/BIN1/GSN/KCNJ2/JARID2/FGF12/PKP2/HAMP/TNNI2/SORBS3/KCNJ8/ACTA1/PPARGC1A/TRPM4/KCNN2/GATA4/VIM/COMP",48
"GO:0048736","GO:0048736","appendage development","24/1144","181/18866",0.000253212328657405,0.00880961420746101,0.00668146964736298,"OSR2/SLC7A11/TBX3/RARA/FGFR2/ZNF358/PAM/DLX5/PKDCC/ZBTB16/RDH10/TBX2/WNT9A/PRRX1/FZD6/HOXC11/WNT5A/SEMA3C/EN1/HDAC1/KAT2B/HOXA10/HOXC13/COMP",24
"GO:0060173","GO:0060173","limb development","24/1144","181/18866",0.000253212328657405,0.00880961420746101,0.00668146964736298,"OSR2/SLC7A11/TBX3/RARA/FGFR2/ZNF358/PAM/DLX5/PKDCC/ZBTB16/RDH10/TBX2/WNT9A/PRRX1/FZD6/HOXC11/WNT5A/SEMA3C/EN1/HDAC1/KAT2B/HOXA10/HOXC13/COMP",24
"GO:0045071","GO:0045071","negative regulation of viral genome replication","12/1144","61/18866",0.000255505028447661,0.00883517692882127,0.00670085716455163,"ZC3H12A/OASL/APOBEC3A/SRPK1/IFITM3/IFITM1/ISG20/APOBEC3D/SLPI/BST2/OAS1/PARP10",12
"GO:0003143","GO:0003143","embryonic heart tube morphogenesis","13/1144","70/18866",0.000261482297831625,0.00897108730151764,0.00680393557508675,"IFT57/PKD2/TBX3/HIF1A/SOX17/MEF2C/OVOL2/STIL/TBX2/WNT5A/HES1/TEAD2/GATA4",13
"GO:0002062","GO:0002062","chondrocyte differentiation","17/1144","108/18866",0.000262599275621924,0.00897108730151764,0.00680393557508675,"FGF18/OSR2/ACVRL1/BMP2/SLC39A14/MEF2C/MAF/PKDCC/ZBTB16/WNT9A/CHADL/TRPS1/CHSY1/FGFR3/CYTL1/TGFBI/COMP",17
"GO:0001894","GO:0001894","tissue homeostasis","31/1144","261/18866",0.000266763998837069,0.00905879423595819,0.00687045508508203,"LIPA/LPCAT1/MUC2/S1PR1/RB1/SFTPD/MFSD2A/TNFRSF11B/CIB2/JAM3/RAC2/LSR/PIGR/IGKC/FOXC1/CUBN/F11R/TNFAIP3/SPP1/GCNT2/TMEM64/CA2/JCHAIN/P2RX7/TLR4/SH3GL2/CYTL1/ITGB3/CLDN18/WHRN/LDB2",31
"GO:0051480","GO:0051480","regulation of cytosolic calcium ion concentration","39/1144","357/18866",0.000272798462039897,0.00909702922644561,0.00689945362263349,"FPR1/PKD2/CASQ2/GPR157/MCOLN3/SRI/GPER1/CCR1/S1PR1/BDKRB2/CD55/CXCR6/CACNB3/AVPR1A/JPH1/CIB2/AKAP6/LPAR6/TRPM2/CNR1/JSRP1/S1PR4/GPR35/LRP1/RYR1/CXCL13/RASA3/PTPRC/TMEM64/ITPR3/CALB2/ITPR1/WNT5A/P2RX7/C1QTNF1/CD52/PLA2G1B/CX3CR1/TRPM4",39
"GO:0031630","GO:0031630","regulation of synaptic vesicle fusion to presynaptic active zone membrane","5/1144","11/18866",0.000275910602530179,0.00909702922644561,0.00689945362263349,"PRRT2/GRIK5/RAB3A/CPLX2/STXBP1",5
"GO:0043455","GO:0043455","regulation of secondary metabolic process","5/1144","11/18866",0.000275910602530179,0.00909702922644561,0.00689945362263349,"SLC7A11/ZEB2/MFSD12/TYRP1/WNT5A",5
"GO:0048021","GO:0048021","regulation of melanin biosynthetic process","5/1144","11/18866",0.000275910602530179,0.00909702922644561,0.00689945362263349,"SLC7A11/ZEB2/MFSD12/TYRP1/WNT5A",5
"GO:1900376","GO:1900376","regulation of secondary metabolite biosynthetic process","5/1144","11/18866",0.000275910602530179,0.00909702922644561,0.00689945362263349,"SLC7A11/ZEB2/MFSD12/TYRP1/WNT5A",5
