"","ID","Description","Count","GeneRatio","geneID"
"GO:0018985","GO:0018985","pronuclear envelope synthesis",0,"0/1731",""
"GO:0022413","GO:0022413","reproductive process in single-celled organism",0,"0/1731",""
"GO:0022602","GO:0022602","ovulation cycle process",7,"7/1731","SLIT3/PAM/PTPRN/PTX3/NRIP1/PDGFRA/TGFB2"
"GO:0030709","GO:0030709","border follicle cell delamination",0,"0/1731",""
"GO:0031292","GO:0031292","gene conversion at mating-type locus, DNA double-strand break processing",0,"0/1731",""
"GO:0032219","GO:0032219","cell wall macromolecule catabolic process involved in cytogamy",0,"0/1731",""
"GO:0032220","GO:0032220","plasma membrane fusion involved in cytogamy",0,"0/1731",""
"GO:0034624","GO:0034624","DNA recombinase assembly involved in gene conversion at mating-type locus",0,"0/1731",""
"GO:0034636","GO:0034636","strand invasion involved in gene conversion at mating-type locus",0,"0/1731",""
"GO:0035036","GO:0035036","sperm-egg recognition",2,"2/1731","LY6K/SPESP1"
"GO:0035037","GO:0035037","sperm entry",0,"0/1731",""
"GO:0035038","GO:0035038","female pronucleus assembly",0,"0/1731",""
"GO:0035039","GO:0035039","male pronucleus assembly",0,"0/1731",""
"GO:0035040","GO:0035040","sperm nuclear envelope removal",0,"0/1731",""
"GO:0035041","GO:0035041","sperm chromatin decondensation",0,"0/1731",""
"GO:0035042","GO:0035042","fertilization, exchange of chromosomal proteins",0,"0/1731",""
"GO:0035044","GO:0035044","sperm aster formation",0,"0/1731",""
"GO:0035046","GO:0035046","pronuclear migration",0,"0/1731",""
"GO:0035471","GO:0035471","luteinizing hormone signaling pathway involved in ovarian follicle development",0,"0/1731",""
"GO:0042628","GO:0042628","mating plug formation",0,"0/1731",""
"GO:0043093","GO:0043093","FtsZ-dependent cytokinesis",0,"0/1731",""
"GO:0044703","GO:0044703","multi-organism reproductive process",81,"81/1731","TP63/AURKA/NCAPH/THRB/NAMPT/CTSB/MAGED2/LY6K/PTHLH/BIRC3/SMARCA2/PAM/GAL3ST1/SLC26A6/SPAG1/SPESP1/SOX9/SRPK1/UNC13B/PAFAH1B3/BMP4/CLIC4/SYCP2/CCNB1/PRSS21/TEAD3/USP9Y/SPP1/SOX17/JAM3/ZBTB16/GLRB/LIF/APOL2/SKIL/VGF/BCL2L10/PAQR8/TIMP1/IL1B/CREB3L4/LIMK2/EDNRB/LHFPL2/STS/MERTK/SELENOP/HOXA10/HAVCR2/RAB3A/ARHGDIB/GAMT/PPP1R1B/TNFAIP6/ASPM/NECTIN3/ETS1/PLA2G4C/NR2F2/LDOC1/CNR1/DDO/ABCC2/PTX3/NRIP1/SSTR2/SPATA20/IGSF8/DEFB1/NPM2/PTGS2/PRDX4/MMP2/FOXA3/ADCY3/VDR/FOSL1/BSG/TDRP/PI3/DDX3Y"
"GO:0045729","GO:0045729","respiratory burst at fertilization",0,"0/1731",""
"GO:0046595","GO:0046595","establishment of pole plasm mRNA localization",0,"0/1731",""
"GO:0048359","GO:0048359","mucilage metabolic process involved in seed coat development",0,"0/1731",""
"GO:0048497","GO:0048497","maintenance of floral organ identity",0,"0/1731",""
"GO:0048544","GO:0048544","recognition of pollen",0,"0/1731",""
"GO:0048573","GO:0048573","photoperiodism, flowering",0,"0/1731",""
"GO:0048609","GO:0048609","multicellular organismal reproductive process",62,"62/1731","TP63/AURKA/NCAPH/SLIT3/THRB/CTSB/BIRC3/SMARCA2/PAM/GAL3ST1/SLC26A6/SOX9/SRPK1/PAFAH1B3/BMP4/SYCP2/CCNB1/PRSS21/USP9Y/SPP1/SOX17/JAM3/ZBTB16/LIF/APOL2/SKIL/BCL2L10/PAQR8/BRINP1/CREB3L4/LIMK2/EDNRB/MERTK/HOXA10/HAVCR2/GAMT/PTPRN/PPP1R1B/TNFAIP6/ASPM/NECTIN3/ETS1/NR2F2/LDOC1/CNR1/DDO/PTX3/NRIP1/SSTR2/SPATA20/DEFB1/NPM2/PTGS2/PRDX4/FOXA3/VDR/PDGFRA/FOSL1/TGFB2/BSG/TDRP/DDX3Y"
"GO:0051037","GO:0051037","regulation of transcription involved in meiotic cell cycle",0,"0/1731",""
"GO:0051321","GO:0051321","meiotic cell cycle",14,"14/1731","AURKA/NCAPH/CKS2/RAD51/SYCP2/MND1/LIF/RNF212/RBBP8/WNT5A/NEK2/MYH9/ASPM/NPM2"
"GO:0060011","GO:0060011","Sertoli cell proliferation",0,"0/1731",""
"GO:0060466","GO:0060466","activation of meiosis involved in egg activation",0,"0/1731",""
"GO:0060468","GO:0060468","prevention of polyspermy",0,"0/1731",""
"GO:0060469","GO:0060469","positive regulation of transcription involved in egg activation",0,"0/1731",""
"GO:0060470","GO:0060470","positive regulation of cytosolic calcium ion concentration involved in egg activation",0,"0/1731",""
"GO:0060471","GO:0060471","cortical granule exocytosis",0,"0/1731",""
"GO:0060474","GO:0060474","positive regulation of flagellated sperm motility involved in capacitation",1,"1/1731","DEFB1"
"GO:0060475","GO:0060475","positive regulation of actin filament polymerization involved in acrosome reaction",0,"0/1731",""
"GO:0060476","GO:0060476","protein localization involved in acrosome reaction",0,"0/1731",""
"GO:0060478","GO:0060478","acrosomal vesicle exocytosis",2,"2/1731","UNC13B/RAB3A"
"GO:0060518","GO:0060518","cell migration involved in prostatic bud elongation",0,"0/1731",""
"GO:0060519","GO:0060519","cell adhesion involved in prostatic bud elongation",0,"0/1731",""
"GO:0060673","GO:0060673","cell-cell signaling involved in placenta development",0,"0/1731",""
"GO:0060710","GO:0060710","chorio-allantoic fusion",1,"1/1731","ZFP36L1"
"GO:0060722","GO:0060722","cell proliferation involved in embryonic placenta development",0,"0/1731",""
"GO:0060738","GO:0060738","epithelial-mesenchymal signaling involved in prostate gland development",0,"0/1731",""
"GO:0060739","GO:0060739","mesenchymal-epithelial cell signaling involved in prostate gland development",0,"0/1731",""
"GO:0060767","GO:0060767","epithelial cell proliferation involved in prostate gland development",1,"1/1731","SOX9"
"GO:0060781","GO:0060781","mesenchymal cell proliferation involved in prostate gland development",0,"0/1731",""
"GO:0060783","GO:0060783","mesenchymal smoothened signaling pathway involved in prostate gland development",0,"0/1731",""
"GO:0060858","GO:0060858","vesicle-mediated transport involved in floral organ abscission",0,"0/1731",""
"GO:0060869","GO:0060869","transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission",0,"0/1731",""
"GO:0060870","GO:0060870","cell wall disassembly involved in floral organ abscission",0,"0/1731",""
"GO:0061450","GO:0061450","trophoblast cell migration",2,"2/1731","TIMP1/ARHGDIB"
"GO:0061500","GO:0061500","gene conversion at mating-type locus, termination of copy-synthesis",0,"0/1731",""
"GO:0061948","GO:0061948","premature acrosome loss",0,"0/1731",""
"GO:0061955","GO:0061955","positive regulation of actin filament depolymerization involved in acrosome reaction",0,"0/1731",""
"GO:0070871","GO:0070871","cell wall organization involved in conjugation with cellular fusion",0,"0/1731",""
"GO:0071507","GO:0071507","pheromone response MAPK cascade",0,"0/1731",""
"GO:0071508","GO:0071508","activation of MAPK activity involved in conjugation with cellular fusion",0,"0/1731",""
"GO:0071509","GO:0071509","activation of MAPKK activity involved in conjugation with cellular fusion",0,"0/1731",""
"GO:0071510","GO:0071510","activation of MAPKKK activity involved in conjugation with cellular fusion",0,"0/1731",""
"GO:0071511","GO:0071511","inactivation of MAPK activity involved in conjugation with cellular fusion",0,"0/1731",""
"GO:0072409","GO:0072409","detection of stimulus involved in meiotic cell cycle checkpoint",0,"0/1731",""
"GO:0097722","GO:0097722","sperm motility",2,"2/1731","DEFB1/ADCY3"
"GO:0110134","GO:0110134","meiotic drive",0,"0/1731",""
"GO:1902064","GO:1902064","regulation of transcription from RNA polymerase II promoter involved in spermatogenesis",0,"0/1731",""
"GO:1902397","GO:1902397","detection of stimulus involved in meiotic spindle checkpoint",0,"0/1731",""
"GO:1903046","GO:1903046","meiotic cell cycle process",12,"12/1731","AURKA/NCAPH/CKS2/RAD51/SYCP2/MND1/LIF/RNF212/WNT5A/MYH9/ASPM/NPM2"
"GO:1904600","GO:1904600","actin fusion focus assembly",0,"0/1731",""
"GO:1990109","GO:1990109","rejection of pollen from other species",0,"0/1731",""
"GO:2000241","GO:2000241","regulation of reproductive process",15,"15/1731","AURKA/SOX9/BMP4/LIF/TIMP1/EDNRB/LHFPL2/ARHGDIB/NUPR1/WNT5A/ASPM/CNR1/DEFB1/NPM2/PRDX4"
"GO:2000242","GO:2000242","negative regulation of reproductive process",6,"6/1731","BMP4/LIF/TIMP1/ARHGDIB/WNT5A/PRDX4"
"GO:2000243","GO:2000243","positive regulation of reproductive process",7,"7/1731","AURKA/SOX9/EDNRB/LHFPL2/WNT5A/DEFB1/NPM2"
"GO:0022608","GO:0022608","multicellular organism adhesion",0,"0/1731",""
"GO:0044406","GO:0044406","adhesion of symbiont to host",2,"2/1731","SCARB1/LRRC15"
"GO:0090675","GO:0090675","intermicrovillar adhesion",0,"0/1731",""
"GO:0007267","GO:0007267","cell-cell signaling",204,"204/1731","TP63/CD24/ADGRA2/SYP/NAMPT/AMOTL1/NR0B2/GNAS/NTRK2/HDAC1/SHANK3/CXCL13/HSPA8/CEL/RNF213/BAIAP3/PTHLH/TSHZ3/ATP1A2/CXCL12/SCGN/FAM53B/PKD2/CASQ2/HLA-DRB1/HNF1A/KCNQ1/DKK3/PANX2/GABRD/ITPR3/NCDN/CTNND1/SYTL4/FOXA2/EFNA5/SOX9/NRXN2/WIF1/IL1RN/NOS2/JUP/PCDHB16/HGF/SNAI2/GABRE/UNC13B/PORCN/WNT6/ZDHHC2/BMP4/SLC7A11/ITPR1/GRIK5/STAC3/VAMP8/CCR1/CACNA2D2/CCL26/TIAM1/GPR176/DOC2B/IGFBP4/KCNJ10/PXK/MDFIC/HILPDA/SYT13/OPHN1/SCTR/GPRC5B/DLL1/FAM3D/SLC1A4/EFNA4/PLEKHA4/GAPDH/SPP1/GJB4/HIF1A/AFDN/TLE2/SOX17/GLRB/MCU/TFAP2C/LIF/VGF/CCL3/PLCB2/CNP/SHC3/FOXD1/PSMB8/CA2/KCND2/IL1B/DPP4/CLSTN3/PRICKLE1/GJB5/BHLHA15/CALB2/KIF5A/CPE/AREG/NMU/GJA5/GABRP/MEF2C/TCF7/MERTK/GPR27/INHA/EPHA4/SDC1/SYN1/NNAT/HAP1/CCR5/PLAT/NAPB/MYO5A/RAB3A/SCN1B/EFNA3/SIRPG/NLGN3/WNT5A/FGF12/PCDH17/EPHB2/TRPM4/BAMBI/FABP5/ADCY1/ARC/APCDD1L/DAB2/SLC1A3/GATA3/VANGL2/TBL1X/PTPRN/KLF4/PLP1/TNFAIP6/MAD2L2/FERMT2/YAP1/CITED1/SH2D1A/ASPM/PDGFA/ANXA1/TBX3/ATP6V0C/HES1/HMGN3/CNR1/IL1RAP/WWTR1/IL11/TMEM64/LYNX1/CXCL5/SHISA2/GDF15/VAMP2/NCS1/CPT1A/PTGS2/SREBF1/PFKFB2/CXCL14/DACT3/GAL3ST4/BMP2/PAX8/ACHE/IL18/FOXO1/REN/CSPG5/S100A13/KPNA2/BCHE/BAIAP2/MYB/MAGI2/BTN3A1/PHPT1/CX3CL1/ABHD6/KANK1/RAPGEF3/KCNN2/SMAD3/SCAMP5/PTPRD/FGF18/PCDH1/GIPC1/FGFR2"
"GO:0021807","GO:0021807","motogenic signaling initiating cell movement in cerebral cortex",0,"0/1731",""
"GO:0021837","GO:0021837","motogenic signaling involved in postnatal olfactory bulb interneuron migration",0,"0/1731",""
"GO:0021838","GO:0021838","motogenic signaling involved in interneuron migration from the subpallium to the cortex",0,"0/1731",""
"GO:0023051","GO:0023051","regulation of signaling",389,"389/1731","TP63/CD24/AURKA/ADGRA2/SYP/IGF2/STK39/RHOV/SLIT3/MAP3K21/TSPYL5/ACTN4/F11R/ARHGAP26/NR0B2/LY6E/GNAS/CD74/NTRK2/HDAC1/SHANK3/JPH1/HTRA1/SPRED1/CTSC/CEL/RNF213/GNG4/MRAP2/HOMER3/BAIAP3/TSHZ3/ATP1A2/BIRC3/CXCL12/IL24/SCGN/FGD1/MID1/CSF1/EYA1/ITPKB/FAM53B/PKD2/CASQ2/CSF1R/HLA-DRB1/S100A4/PRAME/CCL11/TAGAP/RAC2/PLA2G1B/FGFR4/NOX1/DKK3/LLGL2/PELI1/MAP3K5/SPRY4/ITPR3/MAP3K1/NCDN/CTNND1/SRPX/GPR143/SYTL4/ARHGEF2/FOXA2/EFNA5/SOX9/JAK3/A2M/F2/BST2/BST1/LPXN/WIF1/RAB34/HEY1/CHSY1/LLGL1/IL1RN/VAV1/NOS2/DTX1/CD36/JUP/STAP2/STMN3/MT3/GCLM/HGF/SNAI2/UNC13B/PIM2/SLC39A14/ZDHHC2/BMP4/ARHGDIG/SLC7A11/DLG5/ITPR1/GRIK5/SFN/VAMP8/AKR1C3/CCR1/SHC2/CACNA2D2/CCL26/TIAM1/DLC1/DOC2B/SLC2A10/NTN1/TPX2/IGFBP4/ARHGAP29/KCNJ10/DDIT4/PXK/MDFIC/HEG1/GALNT11/PRR5L/EPHA7/TMEM14A/SYT13/OPHN1/CEACAM1/KAZALD1/SESN1/CHRDL1/SCTR/GPRC5B/UNC5B/DLL1/FAM3D/ERRFI1/UGCG/ITGB3/TRPS1/PRKD1/IRF1/PLEKHA4/GAPDH/CXCL17/LPAR6/SPP1/HIF1A/ARHGAP45/CDH5/TLE2/PDE4A/SOX17/MCU/PPP1R15A/SORBS3/CLU/LIF/SKIL/VGF/TREM2/CCL3/FAS/BCL2L10/UACA/BCAR3/TIMP1/PEA15/MIR573/MAGI3/LMNA/CDKN2B/FOXD1/G0S2/PSMB8/IQGAP3/CA2/IL1B/RHBDF1/RASAL1/SIPA1L3/CADM4/NFAM1/NUAK1/C5AR1/PRKCQ/DPP4/VEPH1/CLSTN3/PRICKLE1/ASCL1/TNFRSF10B/GADD45G/SH3BP4/CALB2/AREG/NMU/SNX25/GJA5/MARCO/TYMP/CD44/SORBS1/PTPRE/PPARG/HIP1/PLN/EPS8L3/RBBP8/MEF2C/TBC1D16/GPR27/HTRA3/INHA/RHOU/EPHA4/BAIAP2L1/SYN1/NNAT/CYBA/HAVCR2/HAP1/VASN/SHC1/IL6R/PLAT/NAPB/MAML2/ERBB3/MYO5A/KANK2/RAB3A/S100A7/RASIP1/ARHGDIB/SOD2/NLGN3/ALKAL2/MAOA/PTPRT/NUPR1/IRF7/WNT5A/FGF12/PCDH17/RB1/DUSP6/HCLS1/RFC3/KL/GAS1/EPHB2/MTURN/TRPM4/NEFL/BAMBI/PALM3/EZR/WFS1/PPARGC1A/FABP5/GDPD5/NBL1/ADCY1/MIR135A1/MIR590/ARC/APCDD1L/DAB2/SLC1A3/GATA3/VANGL2/TBL1X/ARHGEF5/TNFRSF12A/TRIM22/RASL11B/TXN/KLF4/PKN1/MAD2L2/GZMB/YAP1/ERBB2/PMAIP1/TSPYL2/LRRC19/CITED1/SH2D1A/PEG10/ASPM/ARRDC1/PDGFA/FAM20C/NET1/PLK3/NREP/ANXA1/AKAP1/RYR1/TCF21/ATP6V0C/HES1/LDOC1/WWC1/LIFR/STMN1/HMGN3/CNR1/CD55/WWTR1/IL11/RRAGD/TMEM64/LYNX1/SHISA2/GDF15/PXDN/TRAF1/CYTH3/LTBP1/STARD10/SMAD7/MIR221/PTPRC/VAMP2/NCS1/MOAP1/CLIC2/CPT1A/MAPK10/PTGS2/SREBF1/TTLL12/PFKFB2/PIK3R1/TMEM204/APOL3/DACT3/TNFRSF10A/OVOL2/BMP2/PAX8/SRMS/ACHE/CAVIN3/ATP1A3/PTPN6/SASH1/IL18/FOXO1/TPD52L1/RIPOR2/REN/JUN/ZBTB7B/PDGFRA/GDF11/ECT2/CSPG5/S100A13/RMI2/BCHE/RCAN3/BAIAP2/MYB/MAGI2/TGFB2/HERPUD1/PHPT1/CX3CL1/ABHD6/KANK1/RAPGEF3/ASPN/MAPRE2/SMAD3/MIR23A/SCAMP5/SH3GL2/PSD3/SLA/FGF18/PRRX1/GIPC1/FGFR2"
"GO:0023056","GO:0023056","positive regulation of signaling",204,"204/1731","TP63/CD24/ADGRA2/IGF2/STK39/MAP3K21/TSPYL5/ACTN4/F11R/NR0B2/CD74/NTRK2/SHANK3/SPRED1/CTSC/MRAP2/BAIAP3/TSHZ3/BIRC3/CXCL12/IL24/SCGN/MID1/CSF1/ITPKB/FAM53B/PKD2/CSF1R/HLA-DRB1/S100A4/CCL11/RAC2/PLA2G1B/FGFR4/NOX1/PELI1/MAP3K5/ITPR3/MAP3K1/SRPX/SOX9/F2/BST2/RAB34/CHSY1/VAV1/CD36/JUP/STAP2/MT3/HGF/UNC13B/PIM2/SLC39A14/ZDHHC2/BMP4/DLG5/SFN/VAMP8/AKR1C3/CCR1/SHC2/CCL26/TIAM1/DOC2B/SLC2A10/IGFBP4/MDFIC/PRR5L/SCTR/GPRC5B/UNC5B/DLL1/ITGB3/TRPS1/PRKD1/PLEKHA4/GAPDH/CXCL17/LPAR6/SPP1/HIF1A/CDH5/MCU/SORBS3/LIF/SKIL/TREM2/CCL3/FAS/BCAR3/PEA15/CDKN2B/FOXD1/G0S2/PSMB8/IQGAP3/CA2/IL1B/NFAM1/C5AR1/CLSTN3/ASCL1/TNFRSF10B/GADD45G/CALB2/AREG/NMU/MARCO/CD44/SORBS1/HIP1/GPR27/INHA/EPHA4/NNAT/CYBA/HAVCR2/HAP1/SHC1/IL6R/MAML2/ERBB3/S100A7/NLGN3/ALKAL2/MAOA/NUPR1/IRF7/WNT5A/DUSP6/HCLS1/KL/EPHB2/MTURN/TRPM4/BAMBI/FABP5/ADCY1/ARC/DAB2/SLC1A3/GATA3/VANGL2/TBL1X/ARHGEF5/TNFRSF12A/TRIM22/TXN/PKN1/GZMB/YAP1/ERBB2/PMAIP1/LRRC19/CITED1/ASPM/PDGFA/NET1/ATP6V0C/HES1/WWC1/CNR1/IL11/RRAGD/GDF15/TRAF1/STARD10/MIR221/PTPRC/VAMP2/MOAP1/MAPK10/PTGS2/PFKFB2/PIK3R1/APOL3/TNFRSF10A/BMP2/CAVIN3/PTPN6/SASH1/IL18/TPD52L1/JUN/ZBTB7B/PDGFRA/GDF11/ECT2/S100A13/BAIAP2/MYB/TGFB2/PHPT1/CX3CL1/KANK1/MAPRE2/SMAD3/MIR23A/SCAMP5/FGF18/PRRX1/GIPC1/FGFR2"
"GO:0023057","GO:0023057","negative regulation of signaling",148,"148/1731","TP63/ADGRA2/SLIT3/CD74/HDAC1/SHANK3/HTRA1/SPRED1/RNF213/MRAP2/HOMER3/CXCL12/EYA1/PKD2/CASQ2/PRAME/DKK3/SPRY4/CTNND1/SYTL4/ARHGEF2/SOX9/LPXN/WIF1/HEY1/IL1RN/STMN3/GCLM/HGF/SNAI2/BMP4/DLG5/ITPR1/DLC1/SLC2A10/NTN1/IGFBP4/DDIT4/HEG1/PRR5L/TMEM14A/CEACAM1/SESN1/CHRDL1/UNC5B/DLL1/FAM3D/ERRFI1/HIF1A/TLE2/SOX17/PPP1R15A/CLU/LIF/SKIL/FAS/BCL2L10/UACA/PEA15/MIR573/LMNA/PSMB8/IL1B/RASAL1/CADM4/PRKCQ/VEPH1/PRICKLE1/TNFRSF10B/SH3BP4/AREG/SNX25/CD44/PTPRE/PPARG/HTRA3/INHA/VASN/ERBB3/KANK2/RASIP1/SOD2/NLGN3/PTPRT/WNT5A/PCDH17/RB1/DUSP6/EPHB2/BAMBI/PALM3/EZR/WFS1/GDPD5/NBL1/MIR135A1/MIR590/ARC/APCDD1L/DAB2/GATA3/RASL11B/KLF4/MAD2L2/YAP1/ERBB2/CITED1/SH2D1A/PEG10/ARRDC1/TCF21/WWC1/STMN1/CNR1/WWTR1/IL11/TMEM64/SHISA2/GDF15/PXDN/LTBP1/SMAD7/MIR221/PTPRC/CLIC2/PTGS2/SREBF1/TTLL12/DACT3/TNFRSF10A/BMP2/SRMS/ACHE/CAVIN3/PTPN6/FOXO1/RIPOR2/BCHE/MAGI2/TGFB2/HERPUD1/PHPT1/CX3CL1/ABHD6/KANK1/ASPN/SMAD3/SH3GL2"
"GO:0035426","GO:0035426","extracellular matrix-cell signaling",1,"1/1731","NTN4"
"GO:0035637","GO:0035637","multicellular organismal signaling",23,"23/1731","BIN1/NTRK2/ATP1A2/CASQ2/KCNQ1/ITPR3/JUP/ITPR1/CACNA2D2/JAM3/KCND2/GJA5/DSP/TYMP/PLN/SCN1B/FGF12/TRPM4/KCNJ2/RYR1/S1PR1/ATP1A3/KCNN2"
"GO:0001503","GO:0001503","ossification",66,"66/1731","TP63/CYP24A1/IGF2/GNAS/TMEM38B/CLEC3B/PTHLH/SMOC1/CSF1/NOCT/JUND/PKDCC/SOX9/CDK6/CHSY1/HGF/SNAI2/BMP4/CCR1/RUNX3/KAZALD1/CHRDL1/PRKD1/SPP1/HIF1A/ZBTB16/CCL3/AREG/MMP16/MEF2C/IL6R/RRBP1/COMP/IFITM1/WNT5A/RRAS2/KL/TRPM4/COL5A2/DDR2/CHRDL2/COL6A1/CITED1/FAM20C/CLEC11A/RYR1/WWTR1/ISG15/TMEM64/GDPD2/SMAD7/PTGS2/BMP2/ACHE/MMP2/S1PR1/PTH1R/PBX1/TGFB2/ID4/ASPN/SMAD3/TP53INP2/FGF18/COL1A2/FGFR2"
"GO:0001763","GO:0001763","morphogenesis of a branching structure",33,"33/1731","TP63/TACSTD2/CSF1/EYA1/PKD2/CCL11/SOX9/HGF/SNAI2/WNT6/BMP4/CLIC4/DLG5/SIX4/EPHA7/PLXNA1/NTN4/FOXD1/AREG/RASIP1/WNT5A/VANGL2/YAP1/CITED1/PDGFA/TBX3/TCF21/BMP2/PAX8/VDR/PBX1/LAMA1/FGFR2"
"GO:0001816","GO:0001816","cytokine production",100,"100/1731","CD24/SERPINB1/VSIR/ABCD1/CD83/HHLA2/F11R/CD74/HOMER3/NLRP2/BIRC3/HLA-DRB1/DTX4/PLA2G1B/NOX1/SPN/PELI1/CD96/ARHGEF2/JAK3/F2/BST2/NOS2/CD36/HGF/SNAI2/HLA-A/SLC2A10/HEG1/HILPDA/CEACAM1/DDX58/ARG2/GPRC5B/DLL1/ERRFI1/IRF1/GAPDH/CXCL17/UBA7/HIF1A/BATF/CLU/TREM2/CCL3/SLAMF6/PNP/LIPA/IL1B/ITGB8/NFAM1/C5AR1/PRKCQ/RNF128/MERTK/INHA/CYBA/HAVCR2/IL6R/LAPTM4B/GSDMD/IRF7/WNT5A/LUM/TRPM4/EZR/MIR135A1/GATA3/KLF4/LRRC19/POLR2L/ANXA1/CD55/IL1RAP/SLC11A1/ISG15/C3AR1/CLEC7A/LTBP1/SMAD7/MIR221/PTPRC/PTGS2/PIK3R1/PTPN6/IL18/BTN3A3/ZBTB7B/S100A13/MYB/BTN3A1/HLA-DPA1/TGFB2/CX3CL1/SMAD3/SCAMP5/IGF2BP2/BTNL9/NMI/CD84"
"GO:0002021","GO:0002021","response to dietary excess",5,"5/1731","SCTR/VGF/PCSK1N/PPARGC1A/GDF15"
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response",10,"10/1731","ABCD1/CD96/F2/NOS2/CD36/VAMP8/SLAMF8/MIR135A1/CLEC7A/MIR221"
"GO:0003008","GO:0003008","system process",210,"210/1731","TRPV2/STK39/THRB/NAMPT/ABCG2/F11R/BIN1/STAC2/GNAS/CPS1/TMEM38B/MAGED2/NTRK2/SHANK3/CTSC/KCNMA1/MGAT3/GCH1/CEL/HSPB7/SCARB1/TSHZ3/ATP1A2/ZNF488/CXCL12/DDX39B/TACSTD2/EYA1/ACTA1/CASQ2/CPA3/CCL11/STRA6/MUC13/HNF1A/KCNQ1/NOX1/GABRD/ITPR3/PTGS1/F5/SLC26A6/GPR143/SOX9/AQP4/NRXN2/ST3GAL4/NOS2/USH1C/CD36/JUP/KCNJ8/GCLM/HGF/SNAI2/GABRE/UNC13B/BMP4/NIPSNAP1/ALDH1A3/SLC7A11/ITPR1/GRIK5/STAC3/NDN/AKR1C3/MYBPC1/CACNA2D2/TIAM1/KCNJ10/HEG1/CEACAM1/MIR25/ARG2/DLL1/ERRFI1/SLC1A4/UGCG/PTGER3/LAMC3/GJB4/CTSG/HIF1A/LAMB2/SNTB1/CDH5/PDE4A/MYLK/JAM3/GLRB/SORBS3/CCL3/PLCB2/BRINP1/LMNA/AZGP1/SHC3/FOXD1/KCND2/IL1B/C5AR1/SGK1/MEIS2/CRYAB/NMU/GJA5/DSP/WHRN/GABRP/TYMP/SORBS1/EDNRB/PPARG/C2CD4A/PLN/RENBP/VSIG1/MEF2C/HLA-DRA/INHA/CYBA/LIMA1/VEGFB/MYL3/TJP1/LRRN4/CLDN5/NCALD/CTNNA2/MYO5A/COMP/RAB3A/HAMP/SCN1B/SOD2/NLGN3/FGF12/P2RY2/LUM/GAMT/EPHB2/TRPM4/NEFL/EZR/LHFPL3/WFS1/PPARGC1A/FABP5/ADCY1/ARC/RCSD1/SLC1A3/GATA3/TBL1X/MYOM1/LXN/PPP1R1B/RTP4/KLF4/ADM2/PKN1/KCNJ2/YAP1/CEMIP/OAT/PTPRM/TBX3/HPN/RYR1/NR2F2/POMK/TPRN/CNR1/COL11A2/ABLIM1/WWTR1/ABCC2/C3AR1/SSTR2/NEDD4L/ADGRF1/SMAD7/MUC2/PBX3/ACTA2/CLIC2/PTGS2/SREBF1/VLDLR/VIL1/PTGER2/ADCY3/S1PR1/ATP1A3/VDR/FOXO1/RIPOR2/REN/JUN/BCHE/FOSL1/BAIAP2/TGFB2/KCNN2/SMAD3/MIR23A/SH3GL2/TMEM38A/COL1A2/SSPN"
"GO:0003053","GO:0003053","circadian regulation of heart rate",0,"0/1731",""
