"","ID","Description","Count","GeneRatio","geneID"
"GO:0044281","GO:0044281","small molecule metabolic process",133,"133/1074","GALK1/HIBADH/CYC1/ACACB/NT5C2/ELOVL7/STAT5A/ASL/UGT2B15/PDE5A/DYSF/MID1IP1/LDHA/LIPH/GMPR/APOBEC3G/ENTPD7/ABHD2/SLC27A5/GSTP1/MAT2A/SHMT1/LRP5/ASRGL1/HRH1/CKB/GPD2/PLA2G4F/OXCT1/CYP26B1/ADCY9/BCAT1/PSPH/ACSM5/AVPR1A/NPPC/ELOVL2/SULT1C4/DNPH1/GUCY2C/B4GAT1/SLC6A8/CYP11A1/CFTR/FUT2/MPC1/CES2/GNS/FGF2/PDE2A/GAD1/ASPDH/SGPP2/PLA2G10/NME1/ASPA/ENO3/MPP1/ADCY6/HNF4A/AKR1B10/ITIH3/GDPD3/APRT/IL4I1/CYP7B1/GPT/DHTKD1/DCN/HK2/FMO1/GMDS/BSG/P2RY1/TPST1/CMPK2/SYK/RIMKLB/DPYD/PIM1/TYMS/NAGS/GUCY1B1/SLC2A3/HAS3/ATP5F1D/ADH1B/SMPDL3A/GPX1/DHCR7/CKM/GGT6/ALDH6A1/HPCA/CHST11/FMOD/NPL/IDS/GNE/ALDH4A1/NPR2/MOGAT2/CA4/MVD/VCAN/CRABP1/ABCA1/METTL27/FUCA1/GIMAP7/ERFE/UQCC3/GLYATL2/TKT/NR4A3/NME3/NR1D1/UGT2B7/ALDH1A2/SLC25A10/CHST6/IGFBP3/EPHX3/ALDH3B2/GLUL/PRSS3/CKMT1A/CYP4F3/BDH1/FOLR2/ECHDC3/SPHK1/NPC2"
"GO:0045730","GO:0045730","respiratory burst",4,"4/1074","CLEC7A/NCF1C/CYBB/PIK3CD"
"GO:0046034","GO:0046034","ATP metabolic process",11,"11/1074","GALK1/CYC1/LDHA/ENO3/NDUFS8/NIPSNAP2/DHTKD1/HK2/PPIF/ATP5F1D/UQCC3"
"GO:0051189","GO:0051189","prosthetic group metabolic process",1,"1/1074","MOCOS"
"GO:0055114","GO:0055114","oxidation-reduction process",58,"58/1074","P3H3/MAOB/P3H2/HIBADH/CYC1/ACACB/LDHA/GMPR/TP53I3/SLC27A5/TRABD2B/GPD2/CYP26B1/LOXL1/CYP11A1/AOC1/STEAP3/NXN/FAXDC2/ASPDH/ENO3/AKR1B10/PRDX5/NDUFS8/MSRB3/IL4I1/CYP7B1/DHTKD1/MICAL1/HK2/FMO1/HPDL/IL6ST/NCF1C/ADGRF5/DPYD/ATP5F1D/ADH1B/GPX1/DHCR7/ALDH6A1/ALDH4A1/CYBB/UQCC3/TKT/NR4A3/NR1D1/CRYZ/ALDH1A2/SLC25A10/CMAHP/PLOD1/ALDH3B2/CYP4F3/BDH1/SESN3/ASPHD1/BLVRB"
"GO:0070085","GO:0070085","glycosylation",14,"14/1074","MUC6/TMTC2/DPM3/MUC20/B4GAT1/FUT2/GALNT12/POMGNT2/ST6GALNAC5/MVD/DERL3/MUCL1/FUT3/MUC3A"
"GO:0070988","GO:0070988","demethylation",1,"1/1074","APOBEC3G"
"GO:0071704","GO:0071704","organic substance metabolic process",607,"607/1074","TFCP2L1/P3H3/HIF3A/AKT3/MYCL/TENT5A/RASL11A/VEGFA/USP2/MAOB/RPS5/TSPAN5/TRIO/P2RX1/GALK1/P3H2/HIBADH/AURKB/CYC1/CTSZ/BRSK2/HIP1R/TSC22D3/ACACB/TRAF4/NT5C2/ELOVL7/STYK1/WNK4/STAT5A/ASL/CCL22/MSLN/COL11A1/DMPK/NCAPG2/SSH3/RIPK4/UGT2B15/TWIST2/FHL3/CES3/RILP/PJA2/MIR22HG/ZNF844/BMPR1B/PDE5A/DYSF/SPIN4/MID1IP1/WNK2/FABP6/SERPINA6/MYCN/LDHA/LIPH/LY96/GMPR/APOBEC3G/MBP/ENTPD7/CAPN5/PAK1/PCSK6/ITGAX/ABHD2/APLN/SNAP25/SLC27A5/GSTP1/MAT2A/PABPC1L/SHMT1/TFPI/LRP5/ASRGL1/GLIS2/NFAT5/PTPRU/CCL17/GPRASP1/HRH1/MMP1/MUC6/SCX/ZDHHC1/HNF1B/PIP/TNFRSF18/ZNF467/TMEM102/AATK/CCL13/APH1B/YDJC/CPM/CCL18/PTPRF/ROBO1/ADRA1B/TRABD2B/CLDN3/MELK/CKB/TCF19/HEYL/KLF15/TGFA/SNHG12/RPS3/NCAM1/SERPINH1/IQGAP1/ARRDC4/PGF/GPD2/TCIRG1/PITPNM1/PAIP2B/GADD45B/DLL4/CXCR4/SLC29A1/PAEP/NPNT/PLA2G4F/A2ML1/OXCT1/TMTC2/CCL24/EPHB6/LGALS7B/HRAS/HSPB1/DPM3/MUC20/MAMSTR/CASP10/LAP3/CYP26B1/RPL29/ADCY9/FKBP4/BCAT1/ZNF423/NDRG4/OVOL1/CCL19/DMD/PSPH/FBXL7/ACSM5/GPC6/TENT5C/MX2/HERC5/PLAUR/KLK12/AVPR1A/VEGFD/ZAP70/SERPINA5/NPPC/COL6A3/PBXIP1/TINAG/IL17RD/CSRNP1/SIRPA/ELOVL2/SULT1C4/CD2AP/LPAR1/RPS4X/TFDP1/LOXL1/TWSG1/TPPP/XPNPEP2/RPL21/BMP8B/TTK/DNPH1/PTK7/FLT4/RNF19A/GUCY2C/TPP1/BNC1/HOXB6/RNF43/NFATC2/STX1A/PER1/MAGED1/B4GAT1/SLC6A8/TGFB1I1/FURIN/MFGE8/FANCI/CYP11A1/IGF1R/CFTR/FUT2/AOC1/KLHL13/CD38/ASPRV1/GALNT12/TGFB3/CREB3L3/PARD6A/RRAS/IFI6/MPC1/NXN/RASGRP1/USP18/CIB1/SLC24A3/RARG/CES2/RNASEH2A/GNS/SOX2/RAP2B/AGT/SEMA7A/FGF2/PTPN14/TYROBP/BTK/PDE2A/TNFRSF4/ZNF367/FAXDC2/GPR37L1/RNF183/RNF150/TRERF1/RPLP0P6/CERKL/ZDHHC9/LPAR3/GAD1/SNRPN/ASPDH/HLA-F/INAVA/CAMK2N2/FZD5/FOXF2/SGPP2/S100A9/FOXP4/TFAP2A/PITX1/SCT/IL7R/HES2/ATOH8/HOXC8/PLA2G10/TGFBR3/POMGNT2/NME1/CSF3/ASPA/ENO3/ITGB6/KCNIP3/IL34/CPVL/ERG/MPP1/LTBP4/SLA2/UGT8/ADCY6/HNF4A/THPO/IL20RB/LYZ/CERS4/PNCK/PCBP4/BMP7/IRAK3/HMGN5/AKR1B10/SVIP/RPL12/BCL6B/TCIM/ITIH3/GLB1L2/CCDC3/ST14/GDPD3/MMP15/TSC22D1/PRDX5/SIX1/HSPA2/MDK/ZNF92/AMH/EGFR/APRT/MSRB3/IL27RA/IL4I1/CYP7B1/CREB5/MIRLET7D/GPT/MAFF/BDKRB2/RASAL3/WT1/PLXNB2/TMEM119/TLE1/DHTKD1/DCN/MICAL1/HK2/HERC6/SPON2/FMO1/ANOS1/MFSD12/GMDS/BSG/CERS6/CLEC7A/SYNPO2/SASH3/JUNB/CHAC1/SCAND1/HS3ST2/MDFI/HOXD11/TMIGD3/P2RY1/RSAD2/KLF13/TPST1/CMPK2/ITGAM/IL6ST/S1PR2/FKBP11/SPTSSA/FBN1/FPR1/SPINT1/SYK/CHD3/SOX7/KCNK2/APLP2/ADGRF5/PRKCB/RIMKLB/LDB2/GRHL2/DPYD/LBH/PPIF/RASD1/CPD/S100A12/HMGA1/HLA-G/PIM1/RPS6/OPLAH/SLCO3A1/CMKLR1/ICAM1/CASZ1/SH3PXD2B/SGK2/MYBL2/MMP14/DOK5/FOXE1/POU2AF1/PAX2/MOCOS/CACNG4/CAPN13/OSR2/ITGA2/TYMS/NAGS/SOX11/FBXO41/PTPRG/RBMS3/ARL6IP5/TNFSF12/DLGAP5/CCR7/TNK2/GUCY1B1/MXD1/SLC2A3/BCL2L12/HAS3/ATP5F1D/SERPIND1/MMP11/ADH1B/SMPDL3A/DAPK1/MIR429/GPX1/TMEM106A/SLFN11/DHCR7/SPTBN2/PPP1R13L/CKM/CTSF/GGT6/TNFAIP8L3/PSCA/ALDH6A1/HPCA/HOXD10/CD2/IL16/ECEL1/HOPX/CHST11/ST6GALNAC5/FMOD/ADAM33/CCL20/CCL4/LILRB4/BTN3A2/ACE/NPL/IDS/CILP/PJA1/BTG2/GNE/ALDH4A1/BAG3/NPR2/CENPV/MOGAT2/COL3A1/WEE1/LDLRAD4/MMP10/STAP1/MVD/PKIG/RAB27A/VCAN/SFTPB/DAPK2/CRABP1/DLG3/PCNA/EFR3B/ZNF671/FBXO17/ZNF692/ERN2/CDC42BPG/LMO4/FST/SPIB/HS6ST2/ABCA1/NFIL3/S1PR1/GRHL1/METTL27/SLC38A2/LARP6/VWF/FUCA1/LPCAT4/APOLD1/RRS1/GIMAP7/BIRC5/DNMT1/NANOS1/FBLL1/F13A1/NDP/DBNDD1/MCM6/BASP1/DPP7/TNFSF13/ERFE/PHETA2/SCARNA9/UQCC3/IRF4/RFC4/GLYATL2/ABLIM2/TKT/RPL39L/NOSTRIN/UBE2L6/IRF2BPL/BSPRY/NR4A3/DERL3/NME3/PARP12/NR1D1/YBX3/RGCC/HES6/MRPS12/TPSAB1/PIK3CD/UGT2B7/ALDH1A2/SPINT2/SLC25A10/CHST6/CTSW/PRR16/CHAF1A/MVB12B/CDCA5/IGFBP3/CD47/GM2A/RELB/TCF4/KLK1/EPHX3/MUCL1/BCL3/PLOD1/GAL/SH3YL1/RBM38/CDH1/ZEB2/NSG1/MAST4/SYT11/ALDH3B2/TIMP2/ZNF770/GLUL/C1R/PRSS3/FYN/CKMT1A/WWC2/C1QL4/RPL8/PRSS2/F2R/CYP4F3/MAPT/FBXO27/BDH1/PBLD/ENDOD1/SERPING1/TNKS1BP1/FUT3/PKIA/MUC3A/MAP3K6/IL2RA/FOLR2/PLK4/SVEP1/ECHDC3/SLC26A9/HOXA5/TNK1/FZD4/HOXA13/HOXA3/ZBTB4/WNT2/ASPHD1/SPHK1/SMPDL3B/MX1/DUSP9/BLVRB/GINS1/NEK6/NPC2"
"GO:1901049","GO:1901049","atropine metabolic process",0,"0/1074",""
"GO:1901275","GO:1901275","tartrate metabolic process",0,"0/1074",""
"GO:1901286","GO:1901286","iron-sulfur-molybdenum cofactor metabolic process",0,"0/1074",""
"GO:1901902","GO:1901902","tyrocidine metabolic process",0,"0/1074",""
"GO:1902421","GO:1902421","hydrogen metabolic process",0,"0/1074",""
"GO:1990845","GO:1990845","adaptive thermogenesis",14,"14/1074","VEGFA/CXCR4/ZNF423/IGF1R/LAMA4/SCT/TSHR/SYK/SLN/CMKLR1/GRB10/TRPM8/IRF4/NR1D1"
"GO:0043610","GO:0043610","regulation of carbohydrate utilization",0,"0/1074",""
"GO:0000075","GO:0000075","cell cycle checkpoint",11,"11/1074","AURKB/HRAS/TFDP1/TTK/PCBP4/SOX11/BTG2/WEE1/PCNA/RGCC/TNKS1BP1"
"GO:0000920","GO:0000920","septum digestion after cytokinesis",0,"0/1074",""
"GO:0001775","GO:0001775","cell activation",127,"127/1074","P2RX1/CTSZ/PJA2/PDE5A/DYSF/PAK1/ITGAX/SNAP25/GSTP1/SLC7A2/RETN/TNFRSF18/RPS3/IQGAP1/TCIRG1/DLL4/CD209/LGALS7B/HSPB1/CYP26B1/PAG1/HBB/TPD52/CCL19/RAB37/ABR/PLAUR/ZAP70/IGLL5/SIRPA/TWSG1/NFATC2/AOC1/CD38/SELP/RASGRP1/JAG2/GNS/RAP2B/TYROBP/BTK/TNFRSF4/CXADR/HLA-F/CD177/FZD5/S100A9/IL7R/PLA2G10/SLA2/IL20RB/LYZ/SVIP/TCIM/GNA15/MDK/EGFR/APRT/IL27RA/LY6D/RASAL3/IGLC3/IGHV3-64/CLEC7A/SASH3/P2RY1/RSAD2/ITGAM/IL6ST/FPR1/SYK/ADGRF5/PRKCB/S100A12/HLA-G/SIGLEC14/ICAM1/MMP14/POU2AF1/SOX11/CCR7/SLC2A3/TMEM106A/CD2/CLEC12A/LILRB4/IGLC7/COL3A1/STAP1/RAB27A/LMO4/CYBB/VWF/CD5/FUCA1/APOLD1/CLIC1/DPP7/TNFSF13/IRF4/NR4A3/CORO1A/NR1D1/RGCC/OLFM4/PIK3CD/LAIR1/SLCO4C1/CD47/GM2A/RELB/BCL3/GAL/ATP11A/SYT11/TIMP2/DOCK10/PRSS3/FYN/PRSS2/F2R/MAPT/IL2RA/SPHK1/LAG3/ATP8A1/NPC2"
"GO:0001906","GO:0001906","cell killing",16,"16/1074","CCL13/RASGRP1/TYROBP/HLA-F/IL7R/LYZ/CLEC7A/ITGAM/SYK/S100A12/HLA-G/ICAM1/STAP1/RAB27A/CORO1A/LAG3"
"GO:0006276","GO:0006276","plasmid maintenance",0,"0/1074",""
"GO:0006457","GO:0006457","protein folding",9,"9/1074","HSPB1/FKBP4/NPPC/LTBP4/HSPB6/HSPA2/PPIF/BAG3/SPHK1"
"GO:0006903","GO:0006903","vesicle targeting",3,"3/1074","CTSZ/TGFA/SEC24C"
"GO:0006928","GO:0006928","movement of cell or subcellular component",201,"201/1074","AKT3/MYO5C/VEGFA/ATP1B3/FAT1/RIN2/TRIO/CHRD/BICDL2/KCNJ3/STAT5A/CCL22/ELMO3/KLC3/TWIST2/IGLV3-27/BMPR1B/DYSF/KIF2C/CLDN1/PAK1/ITGAX/ABHD2/GSTP1/LRP5/PTPRU/CCL17/RHOJ/HRH1/MMP1/TNFRSF18/TMEM102/CCL13/ARHGAP24/CCL18/PTPRF/ROBO1/CLDN3/NCAM1/IQGAP1/PGF/DLL4/CXCR4/RAB25/CCL24/EPHB6/HRAS/HSPB1/NDRG4/S100A2/CCL19/DMD/GPC6/ANLN/ABR/KRT16/MYO7B/ALCAM/VEGFD/NAV1/ZAP70/TUBB2A/SIRPA/CD2AP/LPAR1/KCND3/PTK7/FLT4/NFATC2/IGF1R/RRAS/SELP/TNNT1/RASGRP1/CIB1/KCNE4/RAP2B/AGT/ASTN1/SEMA7A/FGF2/IGLV3-21/CXCR3/IGLV2-23/DPCD/SMIM22/MCC/LAMA4/CXADR/JAM2/CD177/S100A9/TUBB2B/MATN2/ATOH8/TPM4/PLA2G10/TGFBR3/POMGNT2/ITGB6/IL34/MYO1E/MPP1/PODN/BMP7/CXCL16/PLXNA2/SIX1/MDK/EGFR/IL27RA/CYP7B1/PLXNB2/DST/IGLC3/DCN/ANOS1/TPM1/BSG/CLEC7A/KIF21B/TMIGD3/P2RY1/ITGAM/SYK/ITGB5/DEPDC1B/LDB2/S100A12/CMKLR1/ICAM1/PLXNA3/MMP14/GRB10/DOK5/FOXE1/CD99/ITGA2/PTPRG/DCDC2/TNFSF12/DLGAP5/CCR7/GPX1/RND1/KIFC2/SPTBN2/CD2/IL16/CD48/EPS8/CCL20/CCL4/ACE/IGLV3-25/IGLC7/BAG3/CENPV/COL3A1/LDLRAD4/STAP1/DAPK2/LMO4/S1PR1/RCC2/CACNA1D/ARHGEF16/NANOS1/FSCN1/RACGAP1/DSCAML1/SCN4B/NR4A3/MISP/CORO1A/RGCC/ITGA9/CHN1/PIK3CD/SPINT2/SEMA4B/IGFBP3/CD47/SEMA6B/VSTM2L/CDH1/ZEB2/CORO6/DOCK10/GLUL/IGLV3-19/PRSS3/FYN/F2R/MAPT/PBLD/FUT3/HOXA5/CD248/SPHK1/ATP8A1"
"GO:0006949","GO:0006949","syncytium formation",4,"4/1074","NFATC2/TYROBP/JAM2/SCGB3A1"
"GO:0007017","GO:0007017","microtubule-based process",48,"48/1074","AURKB/BRSK2/BICDL2/SPAG5/KLC3/MID1IP1/KIF2C/ARL2/PAK1/TPPP3/RPS3/RASSF7/HSPB1/FKBP4/NAV1/TUBB2A/TPPP/MAP7D1/TTK/RNF19A/TUBA3D/PARD6A/RASGRP1/CIB1/DPCD/TUBB2B/TUBB4A/DST/KIF21B/GPSM2/CHD3/MTCL1/TUBG2/MYBL2/WDR62/DLGAP5/KIFC2/CENPA/BAG3/WEE1/CCDC68/TUBA1C/BIRC5/RACGAP1/MISP/MAPT/PLK4/NEK6"
"GO:0007034","GO:0007034","vacuolar transport",3,"3/1074","RILP/GPRASP1/CACNG4"
"GO:0007049","GO:0007049","cell cycle",91,"91/1074","USP2/AURKB/BRSK2/SPAG5/NCAPG2/KIF2C/ARL2/LRP5/MELK/TGFA/RPS3/IQGAP1/GADD45B/HRAS/CYP26B1/BCAT1/OVOL1/FBXL7/MX2/ANLN/HERC5/TUBB2A/NPPC/CD2AP/TFDP1/TPPP/TTK/FANCI/KLHL13/TUBA3D/PARD6A/STEAP3/CIB1/SOX2/SMIM22/BTG3/TUBB2B/PCBP4/BMP7/HMGN5/TCIM/HSPA2/EGFR/TUBB4A/JUNB/GPSM2/DYNLT3/CHD3/NES/TUBG2/PRKCB/HLA-G/PIM1/MYBL2/WDR62/TYMS/SOX11/DLGAP5/LZTS1/KIFC2/SLFN11/EPS8/RTKN/CENPA/BTG2/NPR2/CENPV/WEE1/TUBA1C/PCNA/ERN2/RRS1/RCC2/BIRC5/CLIC1/MCM6/RACGAP1/RFC4/NR4A3/MISP/RGCC/CHAF1A/CDCA5/RBM38/TIMP2/TNKS1BP1/PKIA/PLK4/SPHK1/GINS1/NEK6"
"GO:0007059","GO:0007059","chromosome segregation",15,"15/1074","AURKB/SPAG5/NCAPG2/KIF2C/RPS3/TTK/CENPN/TUBG2/DLGAP5/RRS1/RCC2/BIRC5/RACGAP1/CDCA5/NEK6"
"GO:0007154","GO:0007154","cell communication",458,"458/1074","IFI27L2/SIPA1L2/AKT3/RASL11A/VEGFA/DLK2/FAT1/MAOB/RIN2/GNG8/TSPAN5/TRIO/P2RX1/CHRD/AURKB/BRSK2/HIP1R/RGS11/TRAF4/KCNJ3/LY6H/ICA1/STYK1/WNK4/STAT5A/CCL22/HLA-DQA1/DMPK/NCAPG2/PJA2/IGLV3-27/BMPR1B/PDE5A/DYSF/RAB11FIP5/MYRIP/WNK2/NLGN2/ARL2/LY96/MBP/CAPN5/PAK1/PCSK6/ITGAX/ABHD2/APLN/SNAP25/GSTP1/RIMS4/LRP5/CBLN1/FLRT1/GLIS2/NFAT5/PTPRU/CCL17/RHOJ/GPRASP1/RETN/HRH1/MMP1/MUC6/SCX/ZYX/HNF1B/TNFRSF18/TMEM102/ARHGAP30/CCL13/APH1B/ARHGAP24/CCL18/PTPRF/ROBO1/ADRA1B/TRABD2B/MELK/HEYL/GABBR1/TGFA/RPS3/NCAM1/IQGAP1/MCTP2/PGF/TCIRG1/PITPNM1/GADD45B/RASSF7/RIMS3/DLL4/CXCR4/SLC29A1/NPNT/OXCT1/CCL24/CD209/EPHB6/HRAS/HSPB1/MUC20/CASP10/CYP26B1/PAG1/ADCY9/FKBP4/ZNF423/NDRG4/CCL19/DMD/SORCS2/GPC6/MX2/ABR/PLAUR/AVPR1A/ALCAM/VEGFD/AQP3/GABRB3/ZAP70/FAM83G/RALGAPA2/NPPC/DAPL1/IGLL5/IL17RD/CSRNP1/SIRPA/CD2AP/LPAR1/TFDP1/PALM/TWSG1/TMOD2/BMP8B/TTK/PTK7/FLT4/RNF19A/GUCY2C/TPP1/RUNDC3A/RNF43/NFATC2/STX1A/PER1/MAGED1/TGFB1I1/FURIN/IGF1R/CFTR/AOC1/CD38/LTBP2/TGFB3/CREB3L3/PARD6A/RRAS/IFI6/SELP/NXN/RASGRP1/JAG2/USP18/CIB1/RARG/EGFL7/SOX2/RAP2B/AGT/SEMA7A/FGF2/TYROBP/IGLV3-21/CXCR3/IGLV2-23/BTK/SYT7/PDE2A/TNFRSF4/GPR37L1/RNF183/NETO2/TRERF1/LPAR3/CGNL1/MCC/ENPP5/SOSTDC1/GAD1/CXADR/HLA-F/INAVA/CD177/SORBS2/GPR155/FZD5/ARHGAP25/S100A9/TUBB2B/SCT/NUCB2/IL7R/ATOH8/JSRP1/RRAD/PLA2G10/TGFBR3/CSF3/RAPGEFL1/ITGB6/KCNIP3/IL34/THEMIS2/ERG/MYO1E/MPP1/LTBP4/SLA2/ADCY6/HNF4A/THPO/IL20RB/PCBP4/BMP7/IRAK3/S100A6/ANXA5/STX19/CXCL16/TCIM/FIBIN/PLXNA2/CCDC3/GNA15/MDK/AMH/EGFR/IL27RA/CYP7B1/BDKRB2/RASAL3/PLXNB2/TLE1/DST/STX11/IGLC3/DCN/MICAL1/IGHV3-64/ANOS1/GMDS/BSG/CLEC7A/JUNB/LY86/CHAC1/MDFI/GPSM2/TMIGD3/P2RY1/RSAD2/ITGAM/IL6ST/S1PR2/GRP/IL15RA/CTNND2/FBN1/TSHR/FPR1/SYK/CHD3/SOX7/CLIC3/KCNK2/APLP2/ADGRF5/ITGB5/DEPDC1B/PRKCB/LBH/PPIF/RASD1/S100A12/IER3/HLA-G/PIM1/RPS6/MPZ/CMKLR1/CNTNAP2/ICAM1/PLXNA3/RGS1/SGK2/MMP14/GRB10/DOK5/PAX2/CACNG4/ITGA2/SOX11/PTPRG/RBMS3/CASTOR3/ARL6IP5/DCDC2/TNFSF12/DLGAP5/CCR7/TNK2/GUCY1B1/LZTS1/BCL2L12/MPZL1/DAPK1/GPX1/TMEM106A/RND1/SPTBN2/PPP1R13L/TNFAIP8L3/PSCA/GPR68/HPCA/CD2/IL16/ECEL1/CHST11/KRT20/FMOD/TENM4/EPS8/CCL20/RTKN/FRAT2/CCL4/LILRB4/BTN3A2/CILP/IGLV3-25/BTG2/IGLC7/BAG3/NPR2/COL3A1/CCDC68/LDLRAD4/STAP1/PKIG/DAPK2/CRABP1/DLG3/PCNA/ERN2/CDC42BPG/MTRNR2L12/FST/DIRAS2/ABCA1/S1PR1/CYBB/SLC38A2/GJB2/TMEM100/CD5/PHLDA3/RRS1/RCC2/CACNA1D/NPTX2/ARHGEF16/BIRC5/DNMT1/CLIC1/F13A1/NDP/FSCN1/TNFSF13/RACGAP1/ERFE/SCN4B/IRF4/RFC4/IGFBPL1/NR4A3/HCN2/DERL3/CORO1A/NR1D1/YBX3/RGCC/ITGA9/ADGRL2/CHN1/PIK3CD/ALDH1A2/NLGN4X/SEMA4B/MVB12B/IGFBP3/CD47/RELB/CMAHP/SEMA6B/MUCL1/RASGRP2/BCL3/GAL/RTN4R/RAC3/CDH1/ZEB2/NSG1/CXXC4/CHRM1/MAST4/SYT11/TIMP2/CACNB3/FRAS1/ARHGAP23/DOCK10/GLUL/IGLV3-19/FYN/WWC2/C1QL4/SCGB3A1/F2R/MAPT/PBLD/SESN3/TNKS1BP1/MUC3A/MAP3K6/ATP6V1C2/IL2RA/FOLR2/SVEP1/CNKSR1/HOXA5/TNK1/FZD4/WNT2/SPHK1/SMPDL3B/GJC3/MX1/DUSP9/GMIP/GNG7/LAG3/GREM2/NEK6"
"GO:0007155","GO:0007155","cell adhesion",150,"150/1074","ARVCF/VEGFA/FAT1/RIN2/CHRD/MSLN/PCDH10/MMRN1/PDE5A/DYSF/NLGN2/ARL2/CLDN1/MBP/PAK1/ITGAX/NID1/CDH16/CBLN1/FLRT1/NFAT5/PTPRU/ZYX/TNFRSF18/TMEM102/PTPRF/ROBO1/CLDN3/RPS3/NCAM1/IQGAP1/CXCR4/NPNT/CD209/LGALS7B/HSPB1/PAG1/HBB/CCL19/GPC6/LYPD5/PLAUR/PCDH19/ALCAM/CLDN2/ZAP70/COL6A3/TINAG/PPFIBP1/SIRPA/CD2AP/TWSG1/PTK7/TGFB1I1/MFGE8/FUT2/RRAS/CYTIP/SELP/RASGRP1/JAG2/CIB1/EGFL7/SOX2/RAP2B/ASTN1/CXCR3/LAMA4/ISLR/CXADR/JAM2/CD177/S100A9/IL7R/ITGB6/THEMIS2/IL20RB/BMP7/PLXNA2/MDK/EGFR/IL27RA/LY6D/RASAL3/PLXNB2/DST/SPON2/ANOS1/HAPLN3/TPM1/SIGLEC10/BSG/SASH3/ITGAM/IL6ST/CTNND2/FBN1/SYK/ITGB5/GRHL2/HLA-G/SIGLEC14/MPZ/CNTNAP2/ICAM1/PLXNA3/MMP14/CD99/EDIL3/ITGA2/CCR7/RND1/CD2/TENM4/CCL4/LILRB4/GNE/COL3A1/MFAP4/SDK2/VCAN/DLG3/S1PR1/VWF/CD5/RCC2/CLIC1/DSCAML1/NCAM2/NR4A3/CDHR5/CORO1A/RGCC/OLFM4/ITGA9/SPINT2/NLGN4X/CD47/VSTM2L/RAC3/CDH1/FYN/PRSS2/FUT3/IL2RA/FOLR2/SVEP1/FZD4/LAG3/LYPD3"
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity",23,"23/1074","FAT1/BRSK2/KIF2C/PAK1/SYNE4/TCIRG1/CYP26B1/CCL19/PTK7/PARD6A/DST/GPSM2/MTCL1/CCR7/RND1/CENPA/CCL4/WEE1/DLG3/FSCN1/MISP/SPINT2/RAC3"
